Column 1	mach_ID_Per	VIAF-ID	score	VIAF	match_ID-cor	score-c	org	Column 3	Column 4
Deutsches Literaturarchiv (Germany)		148472025	;	Deutsches Literaturarchiv (Germany)	148472025	1.0	Organization		http://example.org/1010776#Agent110-12
Hay, Gerhard	69430539	69430539	0.9230769230769231	Hay, Gerhard			Person		http://example.org/1010776#Agent700-25
Rambaldo, Hartmut	49386364	49386364	1.0	Rambaldo, Hartmut			Person		http://example.org/1010776#Agent700-26
Storck, Joachim W	32011601	32011601	0.9444444444444444	Storck, Joachim W			Person		http://example.org/1010776#Agent700-27
Frisch, Max, 1911-1991	7390328	7390328	0.9565217391304348	Frisch, Max, 1911-1991			Person		http://example.org/108387#Agent100-11
Buber-Neumann, Margarete, 1901-1989	29552727	29552727	0.9722222222222222	Buber-Neumann, Margarete, 1901-1989			Person		http://example.org/1035654#Agent100-10
Ravensbrück (Concentration camp)		129310588	;	Ravensbrück (Concentration camp)	129310588	1.0	Organization		http://example.org/1035654#Agent610-18
Karlag (Concentration camp)				Karlag (Concentration camp)			Organization		http://example.org/1035654#Agent610-19
Baskakov, Nikolaĭ Aleksandrovich	324146998379718940639	324146998379718940639	1.0	Baskakov, Nikolaĭ Aleksandrovich			Person		http://example.org/1099070#Agent100-10
Martí, Samuel	2543427	2543427	0.9285714285714286	Martí, Samuel			Person		http://example.org/1091879#Agent100-10
Kübler, Karl	22522233	22522233	1.0	Kübler, Karl			Person		http://example.org/1085462#Agent100-11
Lorck, Jean E			;	Lorck, Jean E			Person		http://example.org/1092826#Agent100-9
Holder, Alfred, 1840-1916			;	Holder, Alfred, 1840-1916			Person		http://example.org/1092228#Agent100-10
Fraenger, Wilhelm, 1890-1964	7405826	7405826	0.9655172413793104	Fraenger, Wilhelm, 1890-1964			Person		http://example.org/1087073#Agent100-10
Brant, Sebastian, 1458-1521			;	Brant, Sebastian, 1458-1521			Person		http://example.org/1087073#Agent600-18
Weiditz, Hans, 16th century			;	Weiditz, Hans, 16th century			Person		http://example.org/1087073#Agent600-19
Oettinger, Karl	30332971	30332971	1.0	Oettinger, Karl			Person		http://example.org/1085682#Agent100-10
Altdorfer, Albrecht, approximately 1480-1538	100221829	100221829	1.0	Altdorfer, Albrecht, approximately 1480-1538			Person		http://example.org/1085682#Agent600-18
Günzel, Klaus	120354224	120354224	1.0	Günzel, Klaus			Person		http://example.org/1074538#Agent100-11
Schlesinger, Klaus	261826513	261826513	1.0	Schlesinger, Klaus			Person		http://example.org/107925#Agent100-10
Stauder, Wilhelm, 1903-1981	93108293	93108293	1.0	Stauder, Wilhelm, 1903-1981			Person		http://example.org/1083063#Agent100-10
Cheng, Charles W	25940491	25940491	0.9411764705882353	Cheng, Charles W			Person		http://example.org/107940#Agent100-13
Fine, Bernard D., 1917-	2621604	2621604	1.0	Fine, Bernard D., 1917-			Person		http://example.org/100547#Agent700-21
Waldhorn, Herbert F	242035785	242035785	0.95	Waldhorn, Herbert F			Person		http://example.org/100547#Agent700-22
Hasselbrink, Gustav	5654514	5654514	1.0	Hasselbrink, Gustav			Person		http://example.org/1097606#Agent100-11
David, Martin H., 1935-	91316074	91316074	1.0	David, Martin H., 1935-			Person		http://example.org/105224#Agent100-11
Brookings Institution		143076482	;	Brookings Institution	143076482	0.9545454545454546	Organization		http://example.org/105224#Agent710-22
Kreinin, Mordechai Elihau, 1930-	27282175	27282175	0.8888888888888888	Kreinin, Mordechai Elihau, 1930-			Person		http://example.org/105488#Agent100-11
Michigan State University		132674037	;	Michigan State University	132674037	0.96	Jurisdiction		http://example.org/105488#Agent810-23
Johnson, Harry G. (Harry Gordon), 1923-1977	41904091	41904091	1.0	Johnson, Harry G. (Harry Gordon), 1923-1977			Person		http://example.org/1016961#Agent100-11
Coates, Gary, 1947-	114507972	114507972	1.0	Coates, Gary, 1947- 			Person		http://example.org/1064504#Agent100-11
Butler, Stephen			;	Butler, Stephen			Person		http://example.org/1077171#Agent100-11
Peck, Susan Stowell Brewster, 1874-1963	143306869	143306869	1.0	Peck, Susan Stowell Brewster, 1874-1963			Person		http://example.org/1077171#Agent700-22
Housing Assistance Council		147841545		Housing Assistance Council	147841545	1.0	Organization		http://example.org/1077171#Agent710-23
Beach, Charles M	343872	343872	0.9411764705882353	Beach, Charles M			Person		http://example.org/101590#Agent100-9
MacKinnon, James G	112884801	112884801	0.9473684210526315	MacKinnon, James G			Person		http://example.org/101590#Agent700-21
Joyce, Bruce R	11133228	11133228	0.9333333333333333	Joyce, Bruce R			Person		http://example.org/1064418#Agent100-12
Optiz, Reinhard, 1934- 				Optiz, Reinhard, 1934- 			Person		http://example.org/1026613#Agent700-20
Hitzer, Friedrich	32760492	32760492	1.0	Hitzer, Friedrich			Person		http://example.org/1026613#Agent700-21
Abendroth, Wolfgang	90724636	90724636	1.0	Abendroth, Wolfgang			Person		http://example.org/1026613#Agent700-22
Johns, Roe Lyell, 1900-	91890331	91890331	1.0	Johns, Roe Lyell, 1900-			Person		http://example.org/1071628#Agent100-10
Alexander, Kern	263020863	263020863	0.9375	Alexander, Kern			Person		http://example.org/1071628#Agent700-23
National Educational Finance Project		133660266		National Educational Finance Project	133660266	1.0	Organization		http://example.org/1071628#Agent710-24
Rigby, Andrew	29660921	29660921	1.0	Rigby, Andrew			Person		http://example.org/1054420#Agent100-13
Iowa State University. Center for Agricultural and Economic Development		144871760	;	Iowa State University. Center for Agricultural and Economic Development	144871760	1.0	Organization		http://example.org/1002303#Agent710-24
Holleb, Gordon P	26774398	26774398	0.9411764705882353	Holleb, Gordon P			Person		http://example.org/1076066#Agent100-11
Abrams, Walter H	72929494	72929494	0.9411764705882353	Abrams, Walter H			Person		http://example.org/1076066#Agent700-22
Rusk, Bruce	250211202	250211202	1.0	Rusk, Bruce			Person		http://example.org/1059261#Agent700-26
Ontario Institute for Studies in Education		149977215	;	Ontario Institute for Studies in Education	149977215	0.9767441860465116	Organization		http://example.org/1059261#Agent710-27
Hillocks, George	271237541	271237541	1.0	Hillocks, George			Person		http://example.org/1064839#Agent100-13
ERIC Clearinghouse on Reading and Communication Skills		130172522		ERIC Clearinghouse on Reading and Communication Skills	130172522	1.0	Organization		http://example.org/1064839#Agent810-25
Radical Alternatives to Prison. Holloway Campaign Group				Radical Alternatives to Prison. Holloway Campaign Group			Organization		http://example.org/1069951#Agent110-11
Holloway Prison for Women, London				Holloway Prison for Women, London			Organization		http://example.org/1069951#Agent610-19
Tax Institute of America		148923490	;	Tax Institute of America	148923490	1.0	Organization		http://example.org/1022082#Agent110-11
Smith, Dan Throop	60321965	60321965	1.0	Smith, Dan Throop			Person		http://example.org/1022082#Agent700-20
Milton, Ohmer	274509699	274509699	0.9285714285714286	Milton, Ohmer			Person		http://example.org/1066783#Agent100-13
Dunn, Ted	194254911	194254911	0.9	Dunn, Ted			Person		http://example.org/1053772#Agent700-18
Ferguson, John, 1921-1989	109049143	109049143	1.0	Ferguson, John, 1921-1989			Person		http://example.org/1053772#Agent700-19
Commoner, Barry, 1917-2012	108261506	108261506	1.0	Commoner, Barry, 1917-2012			Person		http://example.org/101886#Agent700-22
Boksenbaum, Howard	78436975	78436975	1.0	Boksenbaum, Howard			Person		http://example.org/101886#Agent700-23
Corr, Michael	28315057	28315057	1.0	Corr, Michael			Person		http://example.org/101886#Agent700-24
Scientists' Institute for Public Information. Electric Power Task Force		137173267		Scientists' Institute for Public Information. Electric Power Task Force	137173267	1.0	Organization		http://example.org/101886#Agent710-25
American Association for the Advancement of Science. Committee on Environmental Alterations. Power Study Group		142226080		American Association for the Advancement of Science. Committee on Environmental Alterations. Power Study Group	142226080	1.0	Organization		http://example.org/101886#Agent710-26
Martin, Warren Bryan	92134344	92134344	1.0	Martin, Warren Bryan			Person		http://example.org/1067456#Agent100-13
Pozdena, Rudolf	312627175	312627175	1.0	Pozdena, Rudolf			Person		http://example.org/1068394#Agent100-9
Lucius, Friedrich Salomo	8387798	8387798	1.0	Lucius, Friedrich Salomo			Person		http://example.org/1031546#Agent100-10
Freemasons			;	Freemasons			Organization		http://example.org/1031546#Agent610-18
Glaser, Kurt, 1880- 	13479016	13479016	0.8260869565217391	Glaser, Kurt, 1880- 			Person		http://example.org/1093705#Agent100-10
Usener, Hermann, 1834-1905	5005589	5005589	1.0	Usener, Hermann, 1834-1905			Person		http://example.org/1090195#Agent100-10
Schlosser, Horst Dieter, 1937-	108813034	108813034	1.0	Schlosser, Horst Dieter, 1937- 			Person		http://example.org/1053123#Agent100-11
Bronstein, Léo	61589818	61589818	1.0	Bronstein, Léo			Person		http://example.org/1086683#Agent100-10
Altichiero da Zevio, active 1379-1384				Altichiero da Zevio, active 1379-1384			Person		http://example.org/1086683#Agent600-18
Samuelson, G. Allan	11308573	11308573	0.95	Samuelson, G. Allan			Person		http://example.org/1014224#Agent100-10
Caland, W. (Willem), 1859-1932	51791230	51791230	1.0	Caland, W. (Willem), 1859-1932			Person		http://example.org/1037472#Agent100-12
Pokorny, Julius, 1887-1970	109843398	109843398	1.0	Pokorny, Julius, 1887-1970			Person		http://example.org/1092237#Agent100-10
Lloria, Matilde	86597727	86597727	0.9333333333333333	Lloria, Matilde			Person		http://example.org/1093413#Agent100-10
Wiese, Berthold, 1859-1932	33135463	33135463	1.0	Wiese, Berthold, 1859-1932			Person		http://example.org/1092790#Agent100-10
Jacobsohn, Hermann, 1879-1953	25369324	25369324	1.0	Jacobsohn, Hermann, 1879-1953			Person		http://example.org/1038734#Agent100-11
Ranke, Friedrich, 1882-1950	64099123	64099123	1.0	Ranke, Friedrich, 1882-1950			Person		http://example.org/1095215#Agent100-10
Hofmann, Dietrich			;	Hofmann, Dietrich			Person		http://example.org/1095215#Agent700-19
Brenner, Oskar, 1854-1920	52442974	52442974	1.0	Brenner, Oskar, 1854-1920			Person		http://example.org/1095209#Agent100-10
Macaulay, Jacqueline	308699347	308699347	1.0	Macaulay, Jacqueline			Person		http://example.org/1022885#Agent700-25
Berkowitz, Leonard, 1926- 	91255954	91255954	0.8620689655172413	Berkowitz, Leonard, 1926- 			Person		http://example.org/1022885#Agent700-26
Buschor, Ernst, 1886-1961	52483257	52483257	1.0	Buschor, Ernst, 1886-1961			Person		http://example.org/1084789#Agent100-11
Bergmann, Rolf	276762350	276762350	1.0	Bergmann, Rolf			Person		http://example.org/1054278#Agent100-12
Pauly, Peter	66547592	66547592	1.0	Pauly, Peter			Person		http://example.org/1054278#Agent700-23
Bright, William, 1928-2006	187783483	187783483	1.0	Bright, William, 1928-2006			Person		http://example.org/1099480#Agent100-14
Aluminum Company of America		165193275		Aluminum Company of America	165193275	1.0	Organization		http://example.org/1028056#Agent110-9
Wesleyan University (Middletown, Conn.)		131639570	;	Wesleyan University (Middletown, Conn.)	131639570	0.8478260869565217	Organization		http://example.org/1073578#Agent110-10
Nicolson, Frank Walter, 1864- 				Nicolson, Frank Walter, 1864- 			Person		http://example.org/1073578#Agent700-19
Miské, Ahmed Bâba	1337136	1337136	0.9411764705882353	Miské, Ahmed Bâba			Person		http://example.org/1098711#Agent100-10
al-Shinqīṭī, Aḥmad ibn al-Amīn, -1912 or 13	66331820	66331820	0.8604651162790697	al-Shinqīṭī, Aḥmad ibn al-Amīn, -1912 or 13			Person		http://example.org/1098711#Agent600-18
Bedell, Laura Amelia Whitemarsh, 1875-				Bedell, Laura Amelia Whitemarsh, 1875-			Person		http://example.org/109701#Agent100-9
Robyn Hode				Robyn Hode			Person		http://example.org/1020548#Agent100-9
Marting, Elizabeth	112668294	112668294	1.0	Marting, Elizabeth			Person		http://example.org/1013910#Agent100-11
American Management Association		154225766	;	American Management Association	154225766	0.9354838709677419	Organization		http://example.org/1013910#Agent710-20
Gardiner, Stephen, bp. of Winchester, 1483?-1555			;	Gardiner, Stephen, bp. of Winchester, 1483?-1555			Person		http://example.org/100880#Agent100-15
Machiavelli, Niccolò, 1469-1527	95151646	95151646	0.967741935483871	Machiavelli, Niccolò, 1469-1527			Person		http://example.org/100880#Agent600-26
Donaldson, Peter Samuel, 1942-	66505061	66505061	0.8823529411764706	Donaldson, Peter Samuel, 1942-			Person		http://example.org/100880#Agent700-28
Allen, Ralph, 1913-1966	72817095	72817095	1.0	Allen, Ralph, 1913-1966			Person		http://example.org/106582#Agent700-19
Albuquerque, A. Tenório d' (Arcy Tenório), 1899-			;	Albuquerque, A. Tenório d' (Arcy Tenório), 1899-			Person		http://example.org/1031852#Agent100-11
Freemasons Pernambuco, Brazil (State)				Freemasons Pernambuco, Brazil (State)			Organization		http://example.org/1031852#Agent610-19
Sweeney, Richard J. (Richard James), 1944-	109839795	109839795	1.0	Sweeney, Richard J. (Richard James), 1944-			Person		http://example.org/1031011#Agent100-11
Rodríguez de Montalvo, Garci	14801999	14801999	1.0	Rodríguez de Montalvo, Garci			Person		http://example.org/1077756#Agent700-21
Amadu, Malum	161029440	161029440	1.0	Amadu, Malum			Person		http://example.org/1037258#Agent100-11
Kell, Gulla	161049237	161049237	1.0	Kell, Gulla			Person		http://example.org/1037258#Agent700-21
American Management Association		154225766	;	American Management Association	154225766	0.9354838709677419	Organization		http://example.org/1013877#Agent110-10
Marting, Elizabeth	112668294	112668294	1.0	Marting, Elizabeth			Person		http://example.org/1013877#Agent700-20
Copenhagen (Denmark). Stadsingeniørens direktorat		150064353		Copenhagen (Denmark). Stadsingeniørens direktorat	150064353	1.0	Jurisdiction		http://example.org/1058967#Agent110-11
Csoma, József, 1848-1917	7761400	7761400	0.9583333333333334	Csoma, József, 1848-1917			Person		http://example.org/1031919#Agent100-12
Magyar Tudományos Akadémia. Irodalomtörténeti Intézet		139326740		Magyar Tudományos Akadémia. Irodalomtörténeti Intézet	139326740	0.9814814814814815	Organization		http://example.org/1097898#Agent110-10
Sőtér, István	54273552	54273552	1.0	Sőtér, István			Person		http://example.org/1097898#Agent700-20
Stoll, Béla	14795047	14795047	1.0	Stoll, Béla			Person		http://example.org/1097902#Agent100-11
Benkő, Loránd	46780056	46780056	1.0	Benkő, Loránd			Person		http://example.org/1097895#Agent700-20
Bárczi, Géza	54522071	54522071	1.0	Bárczi, Géza			Person		http://example.org/1097895#Agent700-21
Magyar Tudományos Akadémia. Nyelvtudományi Intézet		144966664	;	Magyar Tudományos Akadémia. Nyelvtudományi Intézet	144966664	0.9803921568627451	Organization		http://example.org/1097895#Agent710-22
Benkő, Loránd	46780056	46780056	1.0	Benkő, Loránd			Person		http://example.org/1097884#Agent700-21
Magyar Tudományos Akadémia. Nyelvtudományi Intézet		144966664	;	Magyar Tudományos Akadémia. Nyelvtudományi Intézet	144966664	0.9803921568627451	Organization		http://example.org/1097884#Agent710-22
Eötvös Loránd Tudományegyetem. I. sz. Magyar Nyelvészeti Tanszék		147821932		Eötvös Loránd Tudományegyetem. I. sz. Magyar Nyelvészeti Tanszék	147821932	1.0	Organization		http://example.org/1097884#Agent710-23
Loftus, Pierse Creagh				Loftus, Pierse Creagh			Person		http://example.org/1019009#Agent100-11
Wright, H. R., pseud				Wright, H. R., pseud			Person		http://example.org/1006401#Agent100-10
Wilson, Peter J			;	Wilson, Peter J			Person		http://example.org/1026668#Agent100-12
Marine, Gene	52214552	52214552	1.0	Marine, Gene			Person		http://example.org/1031834#Agent100-13
Law Society (Great Britain)		154765190	;	Law Society (Great Britain)	154765190	1.0	Organization		http://example.org/104005#Agent110-10
Arberry, A. J. (Arthur John), 1905-1969	79056967	79056967	1.0	Arberry, A. J. (Arthur John), 1905-1969			Person		http://example.org/1098715#Agent100-11
Frank, Glenn, 1887-1940	20060287	20060287	1.0	Frank, Glenn, 1887-1940			Person		http://example.org/1026154#Agent100-11
Dorrance, Ward Allison, 1904-1996	120024673	120024673	1.0	Dorrance, Ward Allison, 1904-1996			Person		http://example.org/1030583#Agent100-11
Nickle, Carl Olof, 1914-	73406944	73406944	1.0	Nickle, Carl Olof, 1914-			Person		http://example.org/1004529#Agent100-10
Nickle, Samuel Clarence, 1889-	78332427	78332427	1.0	Nickle, Samuel Clarence, 1889-			Person		http://example.org/1004529#Agent600-18
Anglo American Exploration, ltd		145693372		Anglo American Exploration, ltd	145693372	0.96875	Organization		http://example.org/1004529#Agent610-19
Staudt, Thomas A	58624439	58624439	0.9411764705882353	Staudt, Thomas A			Person		http://example.org/1010879#Agent100-13
Taylor, Donald Arthur, 1923- 	111203285	111203285	0.875	Taylor, Donald Arthur, 1923- 			Person		http://example.org/1010879#Agent700-26
Sisson, Roger L	71923713	71923713	0.9375	Sisson, Roger L			Person		http://example.org/1013700#Agent100-11
Canning, Richard G	62861775	62861775	0.9473684210526315	Canning, Richard G			Person		http://example.org/1013700#Agent700-22
Green, Paul E			;	Green, Paul E			Person		http://example.org/1010988#Agent100-11
Frank, Ronald Edward, 1933- 	38204330	38204330	0.8709677419354839	Frank, Ronald Edward, 1933- 			Person		http://example.org/1010988#Agent700-22
Connelly, J. Campbell				Connelly, J. Campbell			Person		http://example.org/1013869#Agent100-10
Appley, Lawrence Asa, 1904-	28315768	28315768	1.0	Appley, Lawrence Asa, 1904-			Person		http://example.org/1013016#Agent100-12
Lelouch, Claude, 1937-	49228121	49228121	0.8461538461538461	Lelouch, Claude, 1937-			Person		http://example.org/1049649#Agent100-11
Uytterhoeven, Pierre	41847435	41847435	0.9523809523809523	Uytterhoeven, Pierre			Person		http://example.org/1049649#Agent700-21
Shambaugh, Bertha M. H. (Bertha Maude Horack), 1871-1953	25528893	25528893	1.0	Shambaugh, Bertha M. H. (Bertha Maude Horack), 1871-1953			Person		http://example.org/1039853#Agent100-11
Amana Society		131318635		Amana Society	131318635	1.0	Organization		http://example.org/1039853#Agent610-22
Drower, E. S. (Ethel Stefana), Lady, 1879-1972	37437072	37437072	1.0	Drower, E. S. (Ethel Stefana), Lady, 1879-1972			Person		http://example.org/1098040#Agent100-10
Macuch, R			;	Macuch, R			Person		http://example.org/1098040#Agent700-19
Valle Silva, Luisa del, 1896-1962	24850554	24850554	0.9411764705882353	Valle Silva, Luisa del, 1896-1962			Person		http://example.org/1023358#Agent100-9
Hausmann, Raoul, 1886-1971	51690736	51690736	0.9629629629629629	Hausmann, Raoul, 1886-1971			Person		http://example.org/1088701#Agent100-10
Association for Supervision and Curriculum Development	71149196257574790561	122574129	1.0	Association for Supervision and Curriculum Development	122574129	0.9818181818181818	Organization		http://example.org/1056159#Agent110-13
Proctor, Samuel D			;	Proctor, Samuel D			Person		http://example.org/1056159#Agent700-23
Leeper, Robert Rosborough, 1913-2002	18355670	18355670	1.0	Leeper, Robert Rosborough, 1913-2002			Person		http://example.org/1056159#Agent700-24
Vividishananda, Swami	209063631	209063631	1.0	Vividishananda, Swami			Person		http://example.org/1014078#Agent100-9
Shivananda, Swami			;	Shivananda, Swami			Person		http://example.org/1014078#Agent600-17
Morris, Nat	106877050	106877050	1.0	Morris, Nat			Person		http://example.org/1027918#Agent100-11
Freud, Sigmund, 1856-1939	34456780	34456780	0.9615384615384616	Freud, Sigmund, 1856-1939			Person		http://example.org/1027918#Agent600-19
Van der Post, Laurens	76328004	76328004	1.0	Van der Post, Laurens			Person		http://example.org/102934#Agent100-10
Taaibosch, Hans				Taaibosch, Hans			Person		http://example.org/102934#Agent600-19
Conrad, Marion James, 1916-	232020937	232020937	1.0	Conrad, Marion James, 1916-			Person		http://example.org/1080081#Agent100-10
Pederson, Lee, 1930-	1028145858265823022817	1028145858265823022817	0.95	Pederson, Lee, 1930-			Person		http://example.org/1052297#Agent700-21
Abberley, Aldwyn	298318289	298318289	1.0	Abberley, Aldwyn			Person		http://example.org/107617#Agent100-11
Educational Film Library Association		130836170		Educational Film Library Association	130836170	1.0	Organization		http://example.org/1066898#Agent110-10
Allison, Mary Lucille, 1925-	266419233	266419233	0.875	Allison, Mary Lucille, 1925-			Person		http://example.org/1066898#Agent700-20
Unesco. Dept. of Mass Communications		134585148		Unesco. Dept. of Mass Communications	134585148	1.0	Organization		http://example.org/1066898#Agent810-21
Bergevin, Paul Emile	276471727	276471727	1.0	Bergevin, Paul Emile			Person		http://example.org/1071862#Agent100-12
Morris, Dwight Henry, 1906- 				Morris, Dwight Henry, 1906- 			Person		http://example.org/1071862#Agent700-21
Dolch, Edward W. (Edward William), 1889-1961	25901099	25901099	1.0	Dolch, Edward W. (Edward William), 1889-1961			Person		http://example.org/1065318#Agent100-10
Cutts, Edward Lewes, 1824-1901	20050586	20050586	1.0	Cutts, Edward Lewes, 1824-1901			Person		http://example.org/1084586#Agent100-11
Royal Archaeological Institute of Great Britain and Ireland		141964187	;	Royal Archaeological Institute of Great Britain and Ireland	141964187	0.9833333333333333	Organization		http://example.org/1084586#Agent710-21
Rusk, Howard A., 1901-1989	65248463	65248463	1.0	Rusk, Howard A., 1901-1989			Person		http://example.org/1033116#Agent100-10
Abbott-Smith, George	69307215	69307215	1.0	Abbott-Smith, George			Person		http://example.org/1094695#Agent100-10
Wall, Alfred H	92827203	92827203	0.9333333333333333	Wall, Alfred H			Person		http://example.org/1060787#Agent100-11
Moss, Joseph William, 1803-1862	24778814	24778814	1.0	Moss, Joseph William, 1803-1862			Person		http://example.org/1094631#Agent100-12
Mendeloff, Henry	34272582	34272582	1.0	Mendeloff, Henry			Person		http://example.org/1093077#Agent100-12
Nicholson, Margaret	102909327	102909327	1.0	Nicholson, Margaret			Person		http://example.org/104060#Agent100-11
Gardner, George Lawrence Harter, d 1925			;	Gardner, George Lawrence Harter, d 1925			Person		http://example.org/1075050#Agent100-10
Nicholson, Sydney H. (Sydney Hugo), Sir, 1875-1947	75251131	75251131	1.0	Nicholson, Sydney H. (Sydney Hugo), Sir, 1875-1947			Person		http://example.org/1075050#Agent700-20
Glazier, Richard, 1851-1918	56890433	56890433	1.0	Glazier, Richard, 1851-1918			Person		http://example.org/1087539#Agent100-10
Gudschinsky, Sarah C. (Sarah Caroline)	94035196	94035196	1.0	Gudschinsky, Sarah C. (Sarah Caroline)			Person		http://example.org/1048022#Agent100-12
Eden, Thomas Watts, 1863-1946	305029457	305029457	1.0	Eden, Thomas Watts, 1863-1946			Person		http://example.org/1002720#Agent100-11
Mock, Albert, 1929-	39857813	39857813	1.0	Mock, Albert, 1929-			Person		http://example.org/1063926#Agent100-10
Jośī, Cĩ. Vi. (Cintāmaṇa Vināyaka), 1892-1963			;	Jośī, Cĩ. Vi. (Cintāmaṇa Vināyaka), 1892-1963			Person		http://example.org/1098912#Agent100-10
Price, Lake	95821732	95821732	1.0	Price, Lake			Person		http://example.org/1059377#Agent100-13
Hunt, Robert, 1807-1887	100164051	100164051	1.0	Hunt, Robert, 1807-1887			Person		http://example.org/1060730#Agent100-11
Salter, William John Malcolm				Salter, William John Malcolm			Person		http://example.org/1039145#Agent100-11
Som, Ranjan Kumar	52907983	52907983	0.9444444444444444	Som, Ranjan Kumar			Person		http://example.org/1012748#Agent100-11
Heimker, Judith				Heimker, Judith			Person		http://example.org/102157#Agent100-10
Moak, Lennox L. (Lennox Lee), 1912-1982	93357353	93357353	1.0	Moak, Lennox L. (Lennox Lee), 1912-1982			Person		http://example.org/1022341#Agent100-12
Killian, Kathryn W	48810791	48810791	0.9473684210526315	Killian, Kathryn W			Person		http://example.org/1022341#Agent700-22
Municipal Finance Officers Association of the United States and Canada		145997566		Municipal Finance Officers Association of the United States and Canada	145997566	1.0	Organization		http://example.org/1022341#Agent710-23
Moak, Lennox L. (Lennox Lee), 1912-1982	93357353	93357353	1.0	Moak, Lennox L. (Lennox Lee), 1912-1982			Person		http://example.org/1022339#Agent100-10
Killian, Kathryn W	48810791	48810791	0.9473684210526315	Killian, Kathryn W			Person		http://example.org/1022339#Agent700-19
Dearing, Vinton A. (Vinton Adams), 1920-	109199708	109199708	1.0	Dearing, Vinton A. (Vinton Adams), 1920-			Person		http://example.org/1088743#Agent100-10
Sutherland, George, 1830-1893	25378303	25378303	1.0	Sutherland, George, 1830-1893			Person		http://example.org/1004132#Agent100-10
Megarry, Robert Edgar, Sir, 1910-			;	Megarry, Robert Edgar, Sir, 1910-			Person		http://example.org/109001#Agent100-10
Mersky, Roy M	2532554	2532554	0.9285714285714286	Mersky, Roy M			Person		http://example.org/1022678#Agent100-11
Kronick, David A. (David Abraham), 1917-	46821363	46821363	1.0	Kronick, David A. (David Abraham), 1917-			Person		http://example.org/1022678#Agent700-22
Sheridan, W			;	Sheridan, W			Person		http://example.org/1022678#Agent700-23
Vollenweider, Richard Albert, 1922-	71485564	71485564	1.0	Vollenweider, Richard Albert, 1922-			Person		http://example.org/1003253#Agent100-12
Talling, J. F. (John Francis)	39458833	39458833	1.0	Talling, J. F. (John Francis)			Person		http://example.org/1003253#Agent700-23
Westlake, D. F. (Derek Francis)	46935676	46935676	1.0	Westlake, D. F. (Derek Francis)			Person		http://example.org/1003253#Agent700-24
Ham, Albert			;	Ham, Albert			Person		http://example.org/10077#Agent100-9
Baker, Houston A	91242501	91242501	0.9411764705882353	Baker, Houston A			Person		http://example.org/1070936#Agent100-11
Cullen, Countee, 1903-1946	73872159	73872159	1.0	Cullen, Countee, 1903-1946			Person		http://example.org/1070936#Agent600-20
McKaughan, Howard, 1922-	110015099	110015099	1.0	McKaughan, Howard, 1922-			Person		http://example.org/1099430#Agent100-10
Macaraya, Batua A	21365220	21365220	0.9444444444444444	Macaraya, Batua A			Person		http://example.org/1099430#Agent700-19
Butler, Alfred Joshua, 1850-1936	33047964	33047964	1.0	Butler, Alfred Joshua, 1850-1936			Person		http://example.org/1089951#Agent700-21
Henty, G. A. (George Alfred), 1832-1902	69058592	69058592	0.9743589743589743	Henty, G. A. (George Alfred), 1832-1902			Person		http://example.org/1023100#Agent100-9
Tyler, Wat, -1381	100158866	100158866	1.0	Tyler, Wat, -1381			Person		http://example.org/1023100#Agent600-18
Writers' Program (U.S.) New York				Writers' Program (U.S.) New York			Organization		http://example.org/1010228#Agent110-11
Hartley, Keith	27127449	27127449	1.0	Hartley, Keith			Person		http://example.org/1071927#Agent100-12
Samson, Julia	33450138	33450138	1.0	Samson, Julia			Person		http://example.org/1076716#Agent100-15
Petrie Museum of Egyptology		153948510		Petrie Museum of Egyptology	153948510	1.0	Organization		http://example.org/1076716#Agent710-25
Saxton, Lloyd	35740799	35740799	1.0	Saxton, Lloyd			Person		http://example.org/1019403#Agent100-10
McBride, Angela Barron	35941344	35941344	1.0	McBride, Angela Barron			Person		http://example.org/107970#Agent100-12
Hewlett, Maurice, 1861-1923	5726988	5726988	1.0	Hewlett, Maurice, 1861-1923			Person		http://example.org/1016656#Agent100-9
Jacobson, Howard Boone	316900275	316900275	1.0	Jacobson, Howard Boone			Person		http://example.org/1088845#Agent100-13
Purdy, Ralph David				Purdy, Ralph David			Person		http://example.org/1068076#Agent700-22
Ohio Dept. of Education				Ohio Dept. of Education			Organization		http://example.org/1068076#Agent710-23
Ohio. State Board of Education		233635086		Ohio. State Board of Education	233635086	1.0	Jurisdiction		http://example.org/1068076#Agent710-24
Stafford, Ann, pseud				Stafford, Ann, pseud			Person		http://example.org/1000211#Agent100-11
Powel, Raymond P				Powel, Raymond P			Person		http://example.org/1004064#Agent100-11
Powell, Raymond P	92403207	92403207	0.9444444444444444	Powell, Raymond P			Person		http://example.org/1004065#Agent100-11
Townend, Paul, 1925-	105125901	105125901	1.0	Townend, Paul, 1925-			Person		http://example.org/100896#Agent100-11
Buck, Philip Wallenstein, 1900-			;	Buck, Philip Wallenstein, 1900-			Person		http://example.org/1047543#Agent100-11
Bartholomew, David J	47079517	47079517	0.9523809523809523	Bartholomew, David J			Person		http://example.org/1067622#Agent100-9
California. University. Research Program in University Administration				California. University. Research Program in University Administration			Jurisdiction		http://example.org/1067622#Agent810-20
Lingoes, James C	27599357	27599357	0.9411764705882353	Lingoes, James C			Person		http://example.org/1012223#Agent100-9
