resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/95/08/k3569508x>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3JD4PS8X	http://hdl.handle.net/10402/era.31978	http://hdl.handle.net/10402/era.31978	844d9f89-7d04-4110-9437-2a850c5da918	GenericFile	gapsshrc@ualberta.ca	uuid:7c27cf50-6a5a-4271-b01e-11dd8c0dd5cf	uuid:7c27cf50-6a5a-4271-b01e-11dd8c0dd5cf	GAP SSHRC	N/A	2016-06-03T13:37:08.744Z	Key Messages: Begin with the End in Mind	N/A	N/A	N/A	Bonnie Stelmach	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013/05/14	2013-07-05T12:01:06Z	2013-07-05T12:01:06Z	N/A	English	SSHRC Grant | SSHRC Adjudication | SSHRC Expert Panel	2013	2013	rr171x91j	rr171x91j	2015-10-05T09:20:51.707Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/95/08/k3569508x/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Key Messages Begin with the End in Mind.pdf	2013-07-05T18:01:07.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vt/15/0j/88/vt150j88r	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m0/39/k5/63/m039k563d>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3F86X	http://hdl.handle.net/10402/era.32206	http://hdl.handle.net/10402/era.32206	6e441d0b-5f8e-4d77-8eda-1193c4e85df8	GenericFile	gapsshrc@ualberta.ca	uuid:8e286b74-1504-42e3-84a3-19dcf5ea3d2c	uuid:8e286b74-1504-42e3-84a3-19dcf5ea3d2c	GAP SSHRC | Gow, Gordon	Presentation (part II) at a workshop given by Dr. Gordon Gow at the invitation of the Grant Assist Program. Dr. Gow received an Insight Grant to research knowledge mobilization.	2016-08-23T16:04:31.499Z	Creating your Knowledge Management Plan (Gordon Gow) - Part II (Video)	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013/06/12	2013-07-23T09:10:40Z	2013-07-23T09:10:40Z	N/A	English	SSHRC Application | knowledge mobilization | Grant writing	2013	2013	2z10wr03z	2z10wr03z	2015-10-06T01:47:34.857Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m0/39/k5/63/m039k563d/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	SSHRC Part 2.mp4	2013-07-23T15:10:41.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/54/25/kb/63/5425kb63m	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ms/35/t9/80/ms35t9804>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3SJ1B25B	http://hdl.handle.net/10402/era.32208	http://hdl.handle.net/10402/era.32208	82219e0d-5495-4f0d-9a52-3539515b463a	GenericFile	gapsshrc@ualberta.ca	uuid:c2b26ff7-730e-44de-ad7f-e227319acd67	uuid:c2b26ff7-730e-44de-ad7f-e227319acd67	Graves, Roger	N/A	2014-07-31T21:36:00.332Z	Dr. Graves Presentation How to Write & Argue Effectively Video Part II	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2013/05/22	2013-07-23T09:26:53Z	2013-07-23T09:26:53Z	N/A	English	Insight Grant | SSHRC Grant | Grant Writing	2013	2013	dn39x266f	dn39x266f	2015-10-10T01:50:40.469Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ms/35/t9/80/ms35t9804/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr Graves Part 2.mp4	2013-07-23T15:26:53.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/99/98/01/bn9998019	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/n8/70/zr/53/n870zr53b>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3SN01C2V	http://hdl.handle.net/10402/era.32098	http://hdl.handle.net/10402/era.32098	4d0ed7bf-6515-42ab-9aaa-8a6a442f4040	GenericFile	gapsshrc@ualberta.ca	uuid:80d5eaa4-c1fe-488b-b0d6-6987ec675b44	uuid:80d5eaa4-c1fe-488b-b0d6-6987ec675b44	Loveless, Natalie	Dr. Loveless served on Committee 1B for adjudication of Insight Development Grants. She has summarized strategies and advice based on her experiences.	2014-07-31T22:00:47.885Z	SSHRC Adjudication Notes: Insight Development Grant Committee 1B	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2013/05/01	2013-07-17T11:49:17Z	2013-07-17T11:49:17Z	N/A	English	SSHRC grant | SSHRC adjudication | planning a SSHRC grant	2013	2013	3b5919377	3b5919377	2015-10-05T11:49:58.378Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/n8/70/zr/53/n870zr53b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr. Loveless Adjudication Notes.pdf	2013-07-17T17:49:17.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/8s/45/q9/56/8s45q9569	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nk/32/2f/03/nk322f038>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshop Materials (SSHRC)	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3DN40033	http://hdl.handle.net/10402/era.32027	http://hdl.handle.net/10402/era.32027	04108b28-1c07-4cb9-bd69-d857312dc65d	GenericFile	gapsshrc@ualberta.ca	uuid:95802b44-63e7-40db-b030-90cf7d4dc072	uuid:95802b44-63e7-40db-b030-90cf7d4dc072	Spence, John C.	N/A	2014-07-31T21:25:45.483Z	CIHR Grants for Social Scientists: Another Brick in the Wall	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2013/05/22	2013-07-10T10:25:54Z	2013-07-10T10:25:54Z	N/A	English	CIHR | SSHRC Grants | Social Science Researchers	2013	2013	fx719n17t	fx719n17t	2015-10-05T21:44:03.673Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nk/32/2f/03/nk322f038/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CIHR Grants for Social Scientists - Another Brick in the Wall.pdf	2013-07-10T16:25:54.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pc/28/9k/11/pc289k11b	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pc/28/9k/43/pc289k43m>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3542JC41	http://hdl.handle.net/10402/era.35017	http://hdl.handle.net/10402/era.35017	1718f9b2-fd8a-46ca-96f3-6747bcf777cc	GenericFile	gapsshrc@ualberta.ca	uuid:db3eb892-249f-4239-bfb4-1ee28fdeb29d	uuid:db3eb892-249f-4239-bfb4-1ee28fdeb29d	GAPSSHRC | SSHRC	Presentation by SSHRC officers, introducing the new partnership grants portfolio (PDG and PG).	2016-08-23T18:12:14.416Z	Overview of SSHRCs Partnership Portfolios Funding Opportunities	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	October 2013	2013-10-07T07:58:55Z	2013-10-07T07:58:55Z	N/A	English	SSHRC | PG | PDG | PG-LOI | Partnership Grants	2013	2013	gf06g363h	gf06g363h	2015-10-09T21:02:58.112Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pc/28/9k/43/pc289k43m/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Overview of Partnerships Portfolios Funding Opportunities.pdf	2013-10-07T13:58:55.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/xp/68/kh/41/xp68kh419	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q5/24/jp/61/q524jp61f>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshop Materials (SSHRC)	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R31C1TK1C	http://hdl.handle.net/10402/era.33009	http://hdl.handle.net/10402/era.33009	d5def672-d6e9-4543-a99e-cfa05c08b53a	GenericFile	gapsshrc@ualberta.ca	uuid:901d7eb1-c5ea-4eed-a998-3dba773340bf	uuid:901d7eb1-c5ea-4eed-a998-3dba773340bf	Stelmach, Bonnie L.	N/A	2014-07-31T21:25:25.476Z	CCV for SSHRC Applicants: Navigating and Troubleshooting	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial 3.0 Unported	Research Material	2013/08/22	2013-08-28T07:55:06Z	2013-08-28T07:55:06Z	N/A	English	SSHRC application | CCV Guide | SSHRC IDG	2013	2013	sq87bv37k	sq87bv37k	2015-10-05T19:05:48.555Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q5/24/jp/61/q524jp61f/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CCV for SSHRC Guide.pdf	2013-08-28T13:55:06.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pr/76/f4/20/pr76f4209	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sf/26/86/33/sf268633w>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R39S1KK6H	http://hdl.handle.net/10402/era.31999	http://hdl.handle.net/10402/era.31999	d1d26367-aca8-47e5-b7bf-827fcd258031	GenericFile	gapsshrc@ualberta.ca	uuid:c34413be-d21d-4cd5-bb61-7b2c88696f32	uuid:c34413be-d21d-4cd5-bb61-7b2c88696f32	Bonnie L. Stelmach	N/A	2014-07-31T22:00:57.676Z	SSHRC In Sight Club - July - September	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2013/07/08	2013-07-08T13:36:56Z	2013-07-08T13:36:56Z	N/A	English	Grant Writing | SSHRC Grants | Writing Club	2013	2013	sf268632m	sf268632m	2015-10-10T03:56:45.640Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sf/26/86/33/sf268633w/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	In Sight Club July - September.pdf	2013-07-08T19:36:56.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gb/19/f6/98/gb19f698c	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t1/48/fh/76/t148fh763>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3B56DB5T	http://hdl.handle.net/10402/era.37470	http://hdl.handle.net/10402/era.37470	9171f371-1617-4999-a286-28e468b03503	GenericFile	gapsshrc@ualberta.ca	uuid:61333c70-ba5c-46aa-82cb-991ef0505d37	uuid:61333c70-ba5c-46aa-82cb-991ef0505d37	GAPSSHRC | Social Sciences and Humanities Research Council	SSHRC-generated instructions for the 2013 IDG competition.	2016-11-25T13:36:12.739Z	SSHRCs Insight Development Grant Application Instructions 2013	N/A	GAPSSHRC	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013/12/12	2013-12-16T13:25:14Z	2013-12-16T13:25:14Z	N/A	English	IDG | Insight Development Grant | SSHRC | Application Instructions	2013	2013	xp68kg77g	xp68kg77g	2015-10-04T20:43:39.942Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t1/48/fh/76/t148fh763/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	IDG Application Instructions.pdf	2013-12-16T20:25:14.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/8k/71/nh/72/8k71nh72x	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t7/22/h8/80/t722h880z>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3P55DM16	http://hdl.handle.net/10402/era.31980	http://hdl.handle.net/10402/era.31980	39d24313-c8d9-4424-b31f-c81fb1d5e41e	GenericFile	gapsshrc@ualberta.ca	uuid:008b2756-284b-4700-a9cd-352f162cc20c	uuid:008b2756-284b-4700-a9cd-352f162cc20c	Stelmach, Bonnie L.	N/A	2014-07-31T21:41:55.804Z	Key Messages: SSHRC to CIHR Transition	N/A	N/A	N/A	Spence, John C.	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2013/05/22	2013-07-05T12:11:32Z	2013-07-05T12:11:32Z	N/A	English	SSHRC Application | SSHRC Grant | Transition to CIHR from SSHRC	2013	2013	j67313767	j67313767	2015-10-02T19:07:25.052Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t7/22/h8/80/t722h880z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Key Messages SSHRC to CIHR.pdf	2013-07-05T18:11:32.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sx/61/dm/29/sx61dm295	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/td/96/k4/04/td96k4048>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3XD0R554	http://hdl.handle.net/10402/era.31982	http://hdl.handle.net/10402/era.31982	03154e71-3d5c-4020-b817-4ec1295d2ffa	GenericFile	gapsshrc@ualberta.ca	uuid:3f105e6f-6a15-41af-a8a0-c55a0ed5c6d1	uuid:3f105e6f-6a15-41af-a8a0-c55a0ed5c6d1	GAP SSHRC | Gow, Gordon	Powerpoint presentation from a workshop given by Dr. Gordon Gow at the invitation of the Grant Assist Program. Dr. Gow received an Insight Grant to research knowledge mobilization.	2016-08-23T15:52:14.341Z	SSHRC Funding Applications: Creating your Knowledge Management Plan	N/A	Gordon Gow	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Learning Object	2013/06/12	2013-07-05T12:28:26Z	2013-07-05T12:28:26Z	N/A	English	SSHRC Application | Grant writing | Knowledge Mobilization | Research dissemination	2013	2013	1j92g891v	1j92g891v	2015-10-10T19:59:40.651Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/td/96/k4/04/td96k4048/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Gordon Gow KMb Session June 12.pdf	2013-07-05T18:28:26.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pk/02/cc/25/pk02cc255	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zs/25/x9/03/zs25x903s>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	Workshops	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R3ST7DX2Z	http://hdl.handle.net/10402/era.33369	http://hdl.handle.net/10402/era.33369	b8dceac0-93c3-404a-8246-f2f18a3dd063	GenericFile	gapsshrc@ualberta.ca	uuid:6017b449-f535-4612-b0e5-8c0efca5dbbf	uuid:6017b449-f535-4612-b0e5-8c0efca5dbbf	GAP SSHRC	N/A	2016-06-08T16:30:33.763Z	Template 2: Methods Planning	N/A	GAP SSHRC	N/A	B. Stelmach	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013/08/30	2013-09-03T14:23:24Z	2013-09-03T14:23:24Z	N/A	English	Research Design | Grant Application | SSHRC | Methodology	2013	2013	5712m7092	5712m7092	2015-10-04T20:20:58.052Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zs/25/x9/03/zs25x903s/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:30:03.501Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Template 2 Methods Planning.docx	2013-09-03T20:23:24.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/31/97/xm/63/3197xm63q	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/44/55/8h/14/44558h14f>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library (SSHRC)	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R31G0HX5Q	N/A	N/A	0da3d9ec-8327-4a92-bb1d-9e0360b6126e	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	Daskalaki, Evangelia | GAPSSHRC	Connection Grant awarded 2015:  Funding to support an academic conference entitled Discourse Expectations: Theoretical, Experimental, and Computational Perspectives (DETEC), at the University of Alberta, from June 17-19, 2015. The conference will address theoretical issues concerning what linguistic and contextual factors affect the manner in which discourse expectations arise, how they can be quantified, and how they can be modeled. Understanding how such discourse expectations arise and vary in different languages helps us better understand human cognition, intercultural communication (and how it may break down), and improve artificial intelligence through computational modeling. Conference findings will also improve research methods by exploring the benefits of combining experimental and traditional fieldwork methodologies. Furthermore, the outcomes of the conference will generate information on the discourse properties of indigenous languages, which will contribute to the documentation and preservation of endangered languages.	2016-11-23T15:16:17.419Z	Discourse Expectations: theoretical, experimental, and computational perspectives	N/A	Daskalaki, Evangelia	N/A	Jarvikivi, Juhani | Koch, Karsten | Puderbaugh, Rebekka | Ruiting, Jia	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2015/01/30	N/A	2016-03-15T16:27:42.729Z	N/A	English	2015 | CG | Computational Linguistics | Computers and Language | Conference grant | Connection Grant | Discourse | Discourse Analysis | Discourse Processing | Grant Application | Indigenous Languages | Linguistic Theory | Linguistics | Pragmatics | Psycholinguistics | Successful SSHRC	2015	2015	N/A	N/A	2016-03-15T16:27:44.743Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/44/55/8h/14/44558h14f/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T08:51:58.631Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Daskalaki-CG-2015.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cc/08/hj/22/cc08hj225	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
