Column 1	LC-ID	match-ID	score	VIAF-C	VIAF-IDC	score-c	org	Column 3	Column 4	blank
Wetherill, Peter Michael.	54159407	54159407	1	Wetherill, Peter Michael.			Person		http://example.org/1061038#Agent100-12	
Wilson, Reuel K., 1938-	104928515	104928515	0.8518518519	Wilson, Reuel K., 1938-			Person		http://example.org/1052298#Agent100-13	
Bonner, Stanley Frederick.	91265901	91265901	1	Bonner, Stanley Frederick.			Person		http://example.org/1090399#Agent100-10	
Dionaysius, of Halicarnassus.				Dionaysius, of Halicarnassus.			Person		http://example.org/1090399#Agent600-18	
Leonardo, da Vinci, 1452-1519.	24604287	24604287	1	Leonardo, da Vinci, 1452-1519.			Person		http://example.org/1086754#Agent100-15	
Leonardo, da Vinci, 1452-1519.	24604287	24604287	1	Leonardo, da Vinci, 1452-1519.			Person		http://example.org/1086754#Agent600-27	
Richter, Jean Paul, 1847-1937,	74605180	74605180	0.9	Richter, Jean Paul, 1847-1937,			Person		http://example.org/1086754#Agent700-28	
Heussman, John W., 1928-.	53895240	53895240	0.8148148148	Heussman, John W., 1928-.			Person		http://example.org/1051470#Agent100-10	
Canadian Association for Adult Education. Research Library in Adult Education.		266322984		Canadian Association for Adult Education. Research Library in Adult Education.	266322984	0.9871794872	Organization		http://example.org/1071764#Agent110-11	
Delaney, Robert Finley.	54215612	54215612	0.9565217391	Delaney, Robert Finley.			Person		http://example.org/1037764#Agent100-12	
Stark, John O.	108749137	108749137	1	Stark, John O.			Person		http://example.org/1054645#Agent100-12	
Borges, Jorge Luis, 1899-1986	88919448	88919448	0.9655172414	Borges, Jorge Luis, 1899-1986			Person		http://example.org/1054645#Agent600-20	
Nabokov, Vladimir Vladimirovich, 1899-1977	27069388	27069388	1	Nabokov, Vladimir Vladimirovich, 1899-1977			Person		http://example.org/1054645#Agent600-21	
Barth, John				Barth, John			Person		http://example.org/1054645#Agent600-22	
Shubik, Martin.	36963532	36963532	0.9333333333	Shubik, Martin.			Person		http://example.org/1013254#Agent100-10	
Brewer, Garry D.,	91272579	91272579	0.9411764706	Brewer, Garry D.,			Person		http://example.org/1013254#Agent700-27	
Savage, Elizabeth,	316548081	316548081	0.9444444444	Savage, Elizabeth,			Person		http://example.org/1013254#Agent700-28	
United States. Advanced Research Projects Agency.		154230733		United States. Advanced Research Projects Agency.	154230733	0.9795918367	Jurisdiction		http://example.org/1013254#Agent710-29	
Rand Corporation.		136758914		Rand Corporation.	136758914	0.8823529412	Organization		http://example.org/1013254#Agent710-30	
Doenecke, Justus D.	64064651	64064651	1	Doenecke, Justus D.			Person		http://example.org/1053093#Agent100-13	
Kennington, Donald.	110114801	110114801	0.9473684211	Kennington, Donald.			Person		http://example.org/1081952#Agent100-14	
Johnston, Bernard, M.A.,	90727855	90727855	0.9166666667	Johnston, Bernard, M.A.,			Person		http://example.org/1059360#Agent100-13	
Gomme, George Laurence, Sir, 1853-				Gomme, George Laurence, Sir, 1853-			Person		http://example.org/1054049#Agent100-11	
Bryce, Barbara Ann.	273537717	273537717	0.9473684211	Bryce, Barbara Ann.			Person		http://example.org/1089402#Agent100-11	
Matthew, James E.				Matthew, James E.			Person		http://example.org/1074052#Agent100-11	
Engel, Carl, 1818-1882.	62786644	62786644	0.9565217391	Engel, Carl, 1818-1882.			Person		http://example.org/1081959#Agent100-10	
Hoe, Richard March, 1812-1886.	41763156	41763156	0.9666666667	Hoe, Richard March, 1812-1886.			Person		http://example.org/1066170#Agent100-10	
Erman, Adolf, 1854-1937.	4929529	4929529	1	Erman, Adolf, 1854-1937.			Person		http://example.org/1098600#Agent100-13	
Blackman, Aylward M. (Aylward Manley), 1883-1956,	998049	998049	0.9795918367	Blackman, Aylward M. (Aylward Manley), 1883-1956,			Person		http://example.org/1098600#Agent700-26	
Budge, E. A. Wallis (Ernest Alfred Wallis), Sir, 1857-1934.	73893806	73893806	0.9661016949	Budge, E. A. Wallis (Ernest Alfred Wallis), Sir, 1857-1934.			Person		http://example.org/1098590#Agent100-10	
Hutcheson, Ernest, 1871-1951.	33599768	33599768	0.9655172414	Hutcheson, Ernest, 1871-1951.			Person		http://example.org/1090206#Agent100-10	
Lewis, Peter R.				Lewis, Peter R.			Person		http://example.org/104208#Agent100-10	
Peters, Harry B.	12452292	12452292	1	Peters, Harry B.			Person		http://example.org/1074124#Agent100-12	
Benton, Thomas Hart, 1889-1975.	76402137	76402137	0.9677419355	Benton, Thomas Hart, 1889-1975.			Person		http://example.org/1087884#Agent100-14	
Benton, Thomas Hart, 1889-1975	76402137	76402137	1	Benton, Thomas Hart, 1889-1975			Person		http://example.org/1087884#Agent600-23	
Fath, Creekmore,	5965850	5965850	0.9375	Fath, Creekmore,			Person		http://example.org/1087884#Agent700-24	
Toulouse-Lautrec, Henri de, 1864-1901.	32003649	32003649	0.9210526316	Toulouse-Lautrec, Henri de, 1864-1901.			Person		http://example.org/1087912#Agent100-10	
Roger-Marx, Claude, 1888-1977.	61551618	61551618	0.9666666667	Roger-Marx, Claude, 1888-1977.			Person		http://example.org/1087912#Agent700-19	
Śūdraka.	27146095	27146095	0.875	Śūdraka.			Person		http://example.org/1098173#Agent100-10	
Ryder, Arthur W. (Arthur William), 1877-1938,	283191929	283191929	0.9555555556	Ryder, Arthur W. (Arthur William), 1877-1938,			Person		http://example.org/1098173#Agent700-18	
Morgan, Agnes,	68232952	68232952	0.9285714286	Morgan, Agnes,			Person		http://example.org/1098173#Agent700-19	
Śūdraka.	27146095	27146095	0.875	Śūdraka.			Person		http://example.org/1098172#Agent100-10	
Ryder, Arthur W. (Arthur William), 1877-1938,	283191929	283191929	0.9555555556	Ryder, Arthur W. (Arthur William), 1877-1938,			Person		http://example.org/1098172#Agent700-20	
Redfield, Robert, 1897-1958.	59099413	59099413	0.9642857143	Redfield, Robert, 1897-1958.			Person		http://example.org/1022826#Agent100-11	
Charmatz, Bill.				Charmatz, Bill.			Person		http://example.org/102893#Agent100-10	
Ylla, 1910-1955.	22665874	22665874	0.875	Ylla, 1910-1955.			Person		http://example.org/1033403#Agent100-12	
Gregor, Arthur S.	299059830	299059830	1	Gregor, Arthur S.			Person		http://example.org/1033403#Agent700-22	
Simmons, Marc.	73898153	73898153	1	Simmons, Marc.			Person		http://example.org/1004477#Agent100-12	
Chaves, Manuel Antonio, 1818-1889.				Chaves, Manuel Antonio, 1818-1889.			Person		http://example.org/1004477#Agent600-20	
Bunt, Cyril George Edward, 1882-	109431178	109431178	1	Bunt, Cyril George Edward, 1882-			Person		http://example.org/1087212#Agent100-11	
De Lima, Agnes.	7331069	7331069	0.9333333333	De Lima, Agnes.			Person		http://example.org/1064401#Agent100-11	
New York (N.Y.) Little red school house.				New York (N.Y.) Little red school house.			Jurisdiction		http://example.org/1064401#Agent610-19	
Hale, Lynda.	106214038	106214038	0.9166666667	Hale, Lynda.			Person		http://example.org/1061885#Agent100-10	
Nicol, Joy,				Nicol, Joy,			Person		http://example.org/1061885#Agent700-19	
Patterson, Carol, 1954-,				Patterson, Carol, 1954-,			Person		http://example.org/1061885#Agent700-20	
Kennedy, Janet Carolyn, 1931-.				Kennedy, Janet Carolyn, 1931-.			Person		http://example.org/1009947#Agent100-9	
Ciardi, John, 1916-1986.	108198403	108198403	0.9583333333	Ciardi, John, 1916-1986.			Person		http://example.org/1039743#Agent100-13	
Donovan, Richard B., 1923-2007.				Donovan, Richard B., 1923-2007.			Person		http://example.org/1074944#Agent100-12	
Liturgy of funeral offerings.				Liturgy of funeral offerings.			Organization		http://example.org/1098596#Agent110-11	
Budge, Ernest Alfred Thompson Wallis,				Budge, Ernest Alfred Thompson Wallis,			Person		http://example.org/1098596#Agent700-20	
Payne, Lucile Vaughan.	62880249	62880249	0.9545454545	Payne, Lucile Vaughan.			Person		http://example.org/1007342#Agent100-9	
Brown, Jamie.				Brown, Jamie.			Person		http://example.org/1022226#Agent100-12	
Becker, Frederick F.	55387307	55387307	1	Becker, Frederick F.			Person		http://example.org/1032392#Agent100-11	
Carlson, Robert E. (Robert Eugene), 1922-2013.	109627701	109627701	0.9782608696	Carlson, Robert E. (Robert Eugene), 1922-2013.			Person		http://example.org/1006122#Agent100-12	
Liverpool and Manchester Railway.		143035157		Liverpool and Manchester Railway.	143035157	1	Organization		http://example.org/1006122#Agent610-22	
Great Britain. Parliament. House of Commons		123930966		Great Britain. Parliament. House of Commons	123930966	1	Jurisdiction		http://example.org/1047415#Agent610-23	
Strateman, Catherine, 1912- ,	81225860	81225860	0.8965517241	Strateman, Catherine, 1912- ,			Person		http://example.org/1047415#Agent700-24	
Jenkinson, Charles, 1727-1808.				Jenkinson, Charles, 1727-1808.			Person		http://example.org/1047415#Agent700-25	
British Museum.		134857252		British Museum.	134857252	1	Organization		http://example.org/1047415#Agent710-26	
Diogenes Laertius.	41839141	41839141	0.8888888889	Diogenes Laertius.			Person		http://example.org/1091276#Agent100-10	
Yonge, Charles Duke, 1812-1891, tr.				Yonge, Charles Duke, 1812-1891, tr.			Person		http://example.org/1091276#Agent700-19	
Thomas, Lewis, 1913-1993.	68936430	68936430	0.96	Thomas, Lewis, 1913-1993.			Person		http://example.org/1025347#Agent100-12	
Dennison, George, 1925-	108734837	108734837	0.8518518519	Dennison, George, 1925-			Person		http://example.org/1073678#Agent100-20	
First Street School.		157233993		First Street School.	157233993	1	Organization		http://example.org/1073678#Agent610-28	
Thorp, Willard, 1899-1990,	110033000	110033000	0.9615384615	Thorp, Willard, 1899-1990,			Person		http://example.org/1073500#Agent100-11	
Princeton University		141200041		Princeton University	141200041	0.95	Organization		http://example.org/1073500#Agent610-19	
Thorp, Willard, 1899-1990,	110033000	110033000	0.9615384615	Thorp, Willard, 1899-1990,			Person		http://example.org/1073503#Agent100-12	
Princeton University		141200041		Princeton University	141200041	0.95	Organization		http://example.org/1073503#Agent610-22	
Block, Irvin.	77555126	77555126	0.9230769231	Block, Irvin.			Person		http://example.org/10142#Agent100-11	
Buck, Pearl S. (Pearl Sydenstricker), 1892-1973.	91868694	91868694	1	Buck, Pearl S. (Pearl Sydenstricker), 1892-1973.			Person		http://example.org/10142#Agent600-19	
Reid, B. L. (Benjamin Lawrence), 1918-	79401596	79401596	1	Reid, B. L. (Benjamin Lawrence), 1918-			Person		http://example.org/109592#Agent100-11	
Casement, Roger, 1864-1916.	64062958	64062958	0.962962963	Casement, Roger, 1864-1916.			Person		http://example.org/109592#Agent600-19	
Schonberg, Harold C.	39476695	39476695	1	Schonberg, Harold C.			Person		http://example.org/1082467#Agent100-17	
Fraser, Antonia, 1932-	97823463	97823463	0.8461538462	Fraser, Antonia, 1932-			Person		http://example.org/104648#Agent700-21	
O'Flanagan, J. Roderick (James Roderick), 1814-1900.	67310837	67310837	0.9807692308	O'Flanagan, J. Roderick (James Roderick), 1814-1900.			Person		http://example.org/1027667#Agent100-12	
Ireland Lord Chancellor.		315685798		Ireland Lord Chancellor.	315685798	0.9583333333	Organization		http://example.org/1027667#Agent610-21	
Canaday, John, 1907-1985.	122352757	122352757	0.96	Canaday, John, 1907-1985.			Person		http://example.org/1085435#Agent100-18	
Crusius, Lewis, 1701-1775.	12677948	12677948	0.9615384615	Crusius, Lewis, 1701-1775.			Person		http://example.org/1091441#Agent100-11	
Churton, Ralph, 1754-1831.	267998370	267998370	0.9615384615	Churton, Ralph, 1754-1831.			Person		http://example.org/1072821#Agent100-11	
Smith, William, bp. of Lincoln, 1460?-1514.				Smith, William, bp. of Lincoln, 1460?-1514.			Person		http://example.org/1072821#Agent600-21	
Sutton, Richard, Sir, -1524.	305115053	305115053	0.8620689655	Sutton, Richard, Sir, -1524.			Person		http://example.org/1072821#Agent600-22	
Brasenose College (University of Oxford)		150805438		Brasenose College (University of Oxford)	150805438	0.975	Organization		http://example.org/1072821#Agent610-23	
Phillips, Alan, 1916-	25970871	25970871	1	Phillips, Alan, 1916-			Person		http://example.org/1032336#Agent100-14	
Royal Canadian Mounted Police.		127482874		Royal Canadian Mounted Police.	127482874	0.9666666667	Organization		http://example.org/1032336#Agent610-24	
Massie, Suzanne,	65298310	65298310	0.9375	Massie, Suzanne,			Person		http://example.org/1021135#Agent100-15	
Hughes, Emmet John, 1920-	109372890	109372890	0.8620689655	Hughes, Emmet John, 1920-			Person		http://example.org/1078567#Agent100-15	
Clayton, Joan M.	311249061	311249061	1	Clayton, Joan M.			Person		http://example.org/1044317#Agent100-11	
Kraus, Henry, 1905-	112541953	112541953	0.8260869565	Kraus, Henry, 1905-			Person		http://example.org/1079539#Agent100-16	
Kant, Immanuel, 1724-1804.	82088490	82088490	1	Kant, Immanuel, 1724-1804.			Person		http://example.org/1057979#Agent100-10	
Benda, Julien, 1867-1956,	13100935	13100935	0.96	Benda, Julien, 1867-1956,			Person		http://example.org/1057979#Agent700-20	
Adachi, Barbara C., 1924-2004.	16184409	16184409	0.9666666667	Adachi, Barbara C., 1924-2004.			Person		http://example.org/1056799#Agent100-16	
Peccinotti, Harri,	71556169	71556169	0.9444444444	Peccinotti, Harri,			Person		http://example.org/1056799#Agent700-27	
Foreman, Michael, 1938- ,				Foreman, Michael, 1938- ,			Person		http://example.org/1056799#Agent700-28	
Adachi, Barbara C., 1924-2004.	16184409	16184409	0.9666666667	Adachi, Barbara C., 1924-2004.			Person		http://example.org/1046452#Agent100-13	
Peccinotti, Harri,	71556169	71556169	0.9444444444	Peccinotti, Harri,			Person		http://example.org/1046452#Agent700-24	
Foreman, Michael, 1938- ,				Foreman, Michael, 1938- ,			Person		http://example.org/1046452#Agent700-25	
Great Britain.				Great Britain.			Jurisdiction		http://example.org/1052913#Agent110-11	
Amies, F. A. (Francis Alan),	117605299	117605299	0.9642857143	Amies, F. A. (Francis Alan),			Person		http://example.org/1052913#Agent700-20	
Richards, Peter G.	56649841	56649841	1	Richards, Peter G.			Person		http://example.org/106049#Agent100-12	
Clarke, John Joseph, 1879-1969.	67200397	67200397	0.9677419355	Clarke, John Joseph, 1879-1969.			Person		http://example.org/1052902#Agent100-11	
Warren, J. H. (John Herbert)	3419901	3419901	1	Warren, J. H. (John Herbert)			Person		http://example.org/1052918#Agent100-11	
Southampton (England)				Southampton (England)			Jurisdiction		http://example.org/1006848#Agent110-12	
Foster, Brian,	162403944	162403944	0.9285714286	Foster, Brian,			Person		http://example.org/1006848#Agent700-25	
Southampton (England)				Southampton (England)			Jurisdiction		http://example.org/1006851#Agent110-11	
Cobb, Henry S.,	48008729	48008729	0.9333333333	Cobb, Henry S.,			Person		http://example.org/1006851#Agent700-22	
Law, Castor H. P.	14351845	14351845	0.9411764706	Law, Castor H. P.			Person		http://example.org/1056568#Agent100-10	
Eads, George C., 1942-	52852379	52852379	1	Eads, George C., 1942-			Person		http://example.org/1006312#Agent100-15	
Hoyt, Homer, 1896-	13554540	13554540	1	Hoyt, Homer, 1896-			Person		http://example.org/1012676#Agent100-11	
National Retail Merchants Association.		142615698		National Retail Merchants Association.	142615698	0.9736842105	Organization		http://example.org/1012676#Agent710-22	
Loewenstein, Louis K.	120727064	120727064	1	Loewenstein, Louis K.			Person		http://example.org/1006474#Agent100-10	
Airov, Joseph.	1.19146998523319E+020	1.19146998523319E+020	0.9285714286	Airov, Joseph.			Person		http://example.org/1005839#Agent100-10	
University of Puerto Rico (Río Piedras Campus). Social Science Research Center.		160247111		University of Puerto Rico (Río Piedras Campus). Social Science Research Center.	160247111	0.9873417722	Organization		http://example.org/1005839#Agent710-19	
Cruickshank, A. B.	11377051	11377051	0.9444444444	Cruickshank, A. B.			Person		http://example.org/1039830#Agent100-10	
Jowett, A. J.,	283229855	283229855	0.8571428571	Jowett, A. J.,			Person		http://example.org/1039830#Agent700-21	
Perera, Victor, 1934-	110165117	110165117	1	Perera, Victor, 1934-			Person		http://example.org/1034048#Agent100-10	
Capra Press.		153677863		Capra Press.	153677863	0.9166666667	Organization		http://example.org/1034048#Agent710-23	
Richardson, Reed C., 1917-	112644415	112644415	1	Richardson, Reed C., 1917-			Person		http://example.org/1007866#Agent100-11	
Weslager, C. A. (Clinton Alfred), 1909-1994.	11087090	11087090	0.8636363636	Weslager, C. A. (Clinton Alfred), 1909-1994.			Person		http://example.org/1081681#Agent100-13	
Shurtleff, Harold Robert, 1883-1938.	286841494	286841494	0.9722222222	Shurtleff, Harold Robert, 1883-1938.			Person		http://example.org/1080477#Agent100-11	
Morrison, Samuel Eliot, 1887- ,				Morrison, Samuel Eliot, 1887- ,			Person		http://example.org/1080477#Agent700-21	
Finley, Harold M.	115916743	115916743	1	Finley, Harold M.			Person		http://example.org/1021205#Agent100-12	
Shaw, Alan C., 1937-	109941934	109941934	1	Shaw, Alan C., 1937-			Person		http://example.org/1027838#Agent100-11	
Kyburg, Henry Ely, 1928-	305123643	305123643	0.9583333333	Kyburg, Henry Ely, 1928-			Person		http://example.org/1069373#Agent100-12	
Hawkins, Frances Pockman, 1913-	13760968	13760968	1	Hawkins, Frances Pockman, 1913-			Person		http://example.org/1054719#Agent100-11	
Thorson, Thomas Landon.	76378127	76378127	1	Thorson, Thomas Landon.			Person		http://example.org/1042224#Agent100-18	
Stenlund, Sören.	32039778	32039778	1	Stenlund, Sören.			Person		http://example.org/1066960#Agent100-9	
Jervis, Robert, 1940-	31981259	31981259	0.84	Jervis, Robert, 1940-			Person		http://example.org/1053466#Agent100-14	
Harvard University. Center for International Affairs.		130916585		Harvard University. Center for International Affairs.	130916585	1	Organization		http://example.org/1053466#Agent710-25	
Rosen, Steven.	74088762	74088762	0.875	Rosen, Steven.			Person		http://example.org/1056394#Agent100-12	
Jones, Walter S., 1938- ,	8669034	8669034	0.8518518519	Jones, Walter S., 1938- ,			Person		http://example.org/1056394#Agent700-21	
MacKaye, James, 1872-1935.	34303720	34303720	0.9615384615	MacKaye, James, 1872-1935.			Person		http://example.org/1089252#Agent100-10	
Polanyi, Michael, 1891-1976.	76329237	76329237	1	Polanyi, Michael, 1891-1976.			Person		http://example.org/1025769#Agent100-13	
Speicher, Paul.	6541231	6541231	0.9333333333	Speicher, Paul.			Person		http://example.org/1021596#Agent100-10	
Jacob, François, 1920-2013.	44300426	44300426	1	Jacob, François, 1920-2013.			Person		http://example.org/1046049#Agent100-12	
McKenna, Joseph P., 1922-	33186893	33186893	0.8620689655	McKenna, Joseph P., 1922-			Person		http://example.org/1061541#Agent100-11	
Goddard, Leonard.	21040099	21040099	1	Goddard, Leonard.			Person		http://example.org/1035089#Agent100-11	
Sylvan, Richard,	263041207	263041207	0.9375	Sylvan, Richard,			Person		http://example.org/1035089#Agent700-23	
Laumann, Edward O.,	61644640	61644640	0.9473684211	Laumann, Edward O.,			Person		http://example.org/1034141#Agent100-14	
Siegel, Paul M.	272253754	272253754	1	Siegel, Paul M.			Person		http://example.org/1034141#Agent700-27	
Hodge, Robert William, 1937-	17364791	17364791	0.875	Hodge, Robert William, 1937-			Person		http://example.org/1034141#Agent700-28	
Schurmann, Franz, 1924-	108974109	108974109	0.8148148148	Schurmann, Franz, 1924-			Person		http://example.org/1048857#Agent100-18	
Christou, Evangelos, 1923-1956.				Christou, Evangelos, 1923-1956.			Person		http://example.org/1066986#Agent100-9	
Hillman, James,				Hillman, James,			Person		http://example.org/1066986#Agent700-21	
Meier, C. A. (Carl Alfred), 1903-	22145713	22145713	1	Meier, C. A. (Carl Alfred), 1903-			Person		http://example.org/1066986#Agent700-22	
Scadding, Henry, 1813-1901.	370806	370806	0.962962963	Scadding, Henry, 1813-1901.			Person		http://example.org/106227#Agent100-10	
Fong, Wen.				Fong, Wen.			Person		http://example.org/1087164#Agent100-11	
Jeanbrau, Hélène.	162499556	162499556	1	Jeanbrau, Hélène.			Person		http://example.org/1054968#Agent100-13	
Pépin, Eugène.	56614713	56614713	1	Pépin, Eugène.			Person		http://example.org/1054968#Agent700-27	
Hall, Alan Ross.	275480766	275480766	0.9375	Hall, Alan Ross.			Person		http://example.org/1019294#Agent100-11	
Macrae, Norman, 1923-	240970313	240970313	0.9523809524	Macrae, Norman, 1923-			Person		http://example.org/1014750#Agent100-11	
Scammell, W. M.	24669934	24669934	1	Scammell, W. M.			Person		http://example.org/1017145#Agent100-15	
Spalding, William Frederick, 1879-				Spalding, William Frederick, 1879-			Person		http://example.org/1017140#Agent100-11	
Langendoen, D. Terence.	72584659	72584659	1	Langendoen, D. Terence.			Person		http://example.org/1088812#Agent100-13	
Malinowski, Bronislaw, 1884-1942.	64008803	64008803	0.9393939394	Malinowski, Bronislaw, 1884-1942.			Person		http://example.org/1088812#Agent600-25	
Firth, J. R. (John Rupert), 1890-1960.				Firth, J. R. (John Rupert), 1890-1960.			Person		http://example.org/1088812#Agent600-26	
Campbell, R.				Campbell, R.			Person		http://example.org/1011258#Agent100-12	
Plummer, Alfred, 1896-	109021959	109021959	0.8461538462	Plummer, Alfred, 1896-			Person		http://example.org/1000472#Agent100-14	
Worshipful Company of Weavers (London, England)		159415338		Worshipful Company of Weavers (London, England)	159415338	1	Organization		http://example.org/1000472#Agent610-23	
Rocker, Rudolf, 1873-1958.	14776058	14776058	0.9615384615	Rocker, Rudolf, 1873-1958.			Person		http://example.org/1039940#Agent100-12	
Rocker, Rudolf, 1873-1958.	14776058	14776058	0.9615384615	Rocker, Rudolf, 1873-1958.			Person		http://example.org/1039940#Agent600-24	
Collins, Alice H.	44882100	44882100	1	Collins, Alice H.			Person		http://example.org/1034364#Agent100-11	
Rienow, Robert, 1907-1989.	111099508	111099508	0.9615384615	Rienow, Robert, 1907-1989.			Person		http://example.org/1044837#Agent100-13	
Rienow, Leona Train,	23637399	23637399	0.95	Rienow, Leona Train,			Person		http://example.org/1044837#Agent700-23	
Fisher, Florrie, 1920-				Fisher, Florrie, 1920-			Person		http://example.org/1035271#Agent100-12	
Fisher, Florrie, 1920-				Fisher, Florrie, 1920-			Person		http://example.org/1035271#Agent600-21	
Davis, Jean, 1923-				Davis, Jean, 1923-			Person		http://example.org/1035271#Agent700-23	
Persons, Todd.				Persons, Todd.			Person		http://example.org/1035271#Agent700-24	
Frost, Robert, 1874-1963.	32010055	32010055	1	Frost, Robert, 1874-1963.			Person		http://example.org/1016347#Agent100-9	
Allan, Luke, -1962.				Allan, Luke, -1962.			Person		http://example.org/1039546#Agent100-9	
Vogelgesang, Sandy.	113838829	113838829	0.9473684211	Vogelgesang, Sandy.			Person		http://example.org/1035154#Agent100-13	
Crispin, Edmund, 1921-1978	5054917	5054917	1	Crispin, Edmund, 1921-1978			Person		http://example.org/1064288#Agent100-11	
Gazaway, Rena, 1910-	78950103	78950103	1	Gazaway, Rena, 1910-			Person		http://example.org/1027538#Agent100-12	
Meyer, Henry Cord, 1913- ,	101599938	101599938	0.8571428571	Meyer, Henry Cord, 1913- ,			Person		http://example.org/1051938#Agent100-18	
Waggoner, Madeline Sadler.	290928175	290928175	0.9615384615	Waggoner, Madeline Sadler.			Person		http://example.org/1006728#Agent100-11	
Peterson, Rachel (Wild), Mrs., 1860-				Peterson, Rachel (Wild), Mrs., 1860-			Person		http://example.org/1034724#Agent100-10	
Harrison, James P.				Harrison, James P.			Person		http://example.org/1051958#Agent100-17	
Zhongguo gong chan dang		132098431		Zhongguo gong chan dang	132098431	1	Organization		http://example.org/1051958#Agent610-27	
Stilwell, Robert L.	290487052	290487052	1	Stilwell, Robert L.			Person		http://example.org/1064506#Agent100-11	
Addams, Jane, 1860-1935.	12382490	12382490	1	Addams, Jane, 1860-1935.			Person		http://example.org/1031315#Agent100-10	
Coblentz, Stanton A. (Stanton Arthur), 1896-1982.				Coblentz, Stanton A. (Stanton Arthur), 1896-1982.			Person		http://example.org/1023711#Agent100-10	
Wells, Frederick J.	143498290	143498290	1	Wells, Frederick J.			Person		http://example.org/101892#Agent100-11	
Clark, Roy, 1911-.				Clark, Roy, 1911-.			Person		http://example.org/1046435#Agent100-12	
Thoolen, B. A.	280444836	280444836	0.9285714286	Thoolen, B. A.			Person		http://example.org/1072346#Agent100-9	
Ruiter, R.	76855516	76855516	1	Ruiter, R.			Person		http://example.org/1072346#Agent700-21	
Atallah, M. K. (Muhammad Karam)	78381635	78381635	1	Atallah, M. K. (Muhammad Karam)			Person		http://example.org/1012175#Agent100-10	
Wright, Basil.	44401538	44401538	0.9285714286	Wright, Basil.			Person		http://example.org/1061123#Agent100-11	
Boyle, Kay, 1902-1992.	49222285	49222285	0.9545454545	Boyle, Kay, 1902-1992.			Person		http://example.org/1071910#Agent100-13	
San Francisco State College		133687331		San Francisco State College	133687331	1	Organization		http://example.org/1071910#Agent610-23	
San Francisco State College		133687331		San Francisco State College	133687331	1	Organization		http://example.org/1071910#Agent610-24	
Dowell, Jack.				Dowell, Jack.			Person		http://example.org/1022966#Agent100-11	
Blum, Herman, 1884-	33443897	33443897	1	Blum, Herman, 1884-			Person		http://example.org/1088213#Agent100-10	
Kelly, Robert, 1935-	7411990	7411990	0.8333333333	Kelly, Robert, 1935-			Person		http://example.org/101435#Agent100-11	
Shiel, M. P. (Matthew Phipps), 1865-1947.				Shiel, M. P. (Matthew Phipps), 1865-1947.			Person		http://example.org/1068115#Agent100-11	
Basye, Arthur Herbert, 1884-	309671292	309671292	0.9642857143	Basye, Arthur Herbert, 1884-			Person		http://example.org/1066891#Agent100-11	
Great Britain. Board of Trade		148869730		Great Britain. Board of Trade	148869730	1	Jurisdiction		http://example.org/1066891#Agent610-19	
Parrott, Harold.	4.76414948910229E+021	4.76414948910229E+021	0.9375	Parrott, Harold.			Person		http://example.org/107895#Agent100-11	
Allen, Frederick Lewis, 1890-1954.	64800845	64800845	0.9705882353	Allen, Frederick Lewis, 1890-1954.			Person		http://example.org/1016364#Agent100-12	
Kiernan, V. G. (Victor Gordon), 1913-2009.	9860778	9860778	0.9523809524	Kiernan, V. G. (Victor Gordon), 1913-2009.			Person		http://example.org/1054092#Agent100-15	
McGown, Pearl Kinnear, 1892-				McGown, Pearl Kinnear, 1892-			Person		http://example.org/1088021#Agent100-12	
Los Angeles City College. Peer Counseling Program.				Los Angeles City College. Peer Counseling Program.			Organization		http://example.org/1073630#Agent110-13	
Los Angeles City College				Los Angeles City College			Organization		http://example.org/1073630#Agent610-22	
An Hue, Thich.	28879076	28879076	0.9285714286	An Hue, Thich.			Person		http://example.org/1073630#Agent700-24	
Gold, Ben K.	53270222	53270222	1	Gold, Ben K.			Person		http://example.org/1073630#Agent700-25	
United States. Office of Economic Opportunity.		157692258		United States. Office of Economic Opportunity.	157692258	0.9782608696	Jurisdiction		http://example.org/1073630#Agent710-26	
American Association of Junior Colleges.		131754591		American Association of Junior Colleges.	131754591	0.9	Organization		http://example.org/1073630#Agent710-27	
Sowers, Robert.	93199935	93199935	0.9333333333	Sowers, Robert.			Person		http://example.org/1088499#Agent100-11	
Simpson, Sam L.				Simpson, Sam L.			Person		http://example.org/103133#Agent100-10	
Culbert, T. Patrick.	309757168	309757168	0.95	Culbert, T. Patrick.			Person		http://example.org/1025940#Agent100-16	
Cooper, Joseph, 1800-1881.	66042710	66042710	0.9615384615	Cooper, Joseph, 1800-1881.			Person		http://example.org/1033195#Agent100-14	
Nesvadba, Josef.				Nesvadba, Josef.			Person		http://example.org/1095765#Agent100-13	
Harte, Bret, 1836-1902.	100194313	100194313	1	Harte, Bret, 1836-1902.			Person		http://example.org/1043615#Agent100-9	
Branston, Brian, 1914-	3041921	3041921	1	Branston, Brian, 1914-			Person		http://example.org/1045808#Agent100-13	
Culross, Michael, 1942-.	169456259	169456259	0.9583333333	Culross, Michael, 1942-.			Person		http://example.org/1056465#Agent100-13	
Baum, L. Frank (Lyman Frank), 1856-1919.	4926394	4926394	0.975	Baum, L. Frank (Lyman Frank), 1856-1919.			Person		http://example.org/1068436#Agent100-10	
Neill, John R. (John Rea),	66586670	66586670	0.9615384615	Neill, John R. (John Rea),			Person		http://example.org/1068436#Agent700-22	
