Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4
Schöller, Peter	n82066300	96	Schöller, Peter	n82066300	n82066300	0.9375	Schöller, Peter			Person		http://example.org/1030416#Agent700-18
Eberhard, J. A. (Johann August), 1739-1809	n86871840	100	Eberhard, J. A. (Johann August), 1739-1809	n86871840	n86871840	1	Eberhard, J. A. (Johann August), 1739-1809			Person		http://example.org/1020034#Agent100-9
Essen, Otto von	n84806765	100	Essen, Otto von				Essen, Otto von			Person		http://example.org/1094550#Agent100-10
Reden, Friedrich Wilhelm [Otto Ludwig] freiherr von, f 1804-1857			Reden, Friedrich Wilhelm [Otto Ludwig] freiherr von, f 1804-1857				Reden, Friedrich Wilhelm [Otto Ludwig] freiherr von, f 1804-1857			Person		http://example.org/1007643#Agent100-10
Hartmann, Peter, 1923-	n82233199	88	Hartmann, Peter, 1923-	n82233199	n82233199	0.8461538461538461	Hartmann, Peter, 1923-			Person		http://example.org/1094367#Agent100-10
Shaw, Nate, 1885-			Shaw, Nate, 1885-				Shaw, Nate, 1885-			Person		http://example.org/1057627#Agent100-15
Shaw, Nate, 1885-			Shaw, Nate, 1885-				Shaw, Nate, 1885-			Person		http://example.org/1057627#Agent600-24
Rosengarten, Theodore	n83176466	100	Rosengarten, Theodore	n83176466	n83176466	0.9545454545454546	Rosengarten, Theodore			Person		http://example.org/1057627#Agent700-27
Turner, E. S. (Ernest Sackville), 1909-2006	n50016138	100	Turner, E. S. (Ernest Sackville), 1909-2006	n50016138	n50016138	1	Turner, E. S. (Ernest Sackville), 1909-2006			Person		http://example.org/1033789#Agent100-10
Goodman, Walter	n50034399	100	Goodman, Walter	n50034399	n50034399	1	Goodman, Walter			Person		http://example.org/1026342#Agent100-12
Friedman, Julian R.	n82109766	100	Friedman, Julian R	n82109766	n82109766	0.9473684210526315	Friedman, Julian R			Person		http://example.org/1055449#Agent100-13
Bladen, Christopher			Bladen, Christopher				Bladen, Christopher			Person		http://example.org/1055449#Agent700-23
Rosen, Steven	no2012004503	100	Rosen, Steven	no95040381	no95040381	0.8125	Rosen, Steven			Person		http://example.org/1055449#Agent700-24
Osgood, Robert Endicott			Osgood, Robert Endicott				Osgood, Robert Endicott			Person		http://example.org/1055455#Agent100-13
Beer, Francis A.	n50008143	100	Beer, Francis A	n50008143	n50008143	0.9375	Beer, Francis A			Person		http://example.org/1055447#Agent100-15
Kilzer, Louis Rudolph, 1894-			Kilzer, Louis Rudolph, 1894-				Kilzer, Louis Rudolph, 1894-			Person		http://example.org/1069360#Agent100-10
Hall, Oswald, 1908-	n78006899	100	Hall, Oswald, 1908-	n78006899	n78006899	1	Hall, Oswald, 1908-			Person		http://example.org/1032109#Agent100-9
Canada. Committee on Community Health Centre Project			Canada. Committee on Community Health Centre Project				Canada. Committee on Community Health Centre Project			Jurisdiction		http://example.org/1032109#Agent810-20
Salter, Arthur, 1881-1975	n50030107	100	Salter, Arthur, 1881-1975	n50030107	n50030107	1	Salter, Arthur, 1881-1975			Person		http://example.org/1009073#Agent100-10
Quarles, Benjamin	n50050525	100	Quarles, Benjamin	n50050525	n50050525	1	Quarles, Benjamin			Person		http://example.org/1067725#Agent100-13
Brown, John, 1800-1859	n79045540	100	Brown, John, 1800-1859	n79045540	n79045540	1	Brown, John, 1800-1859			Person		http://example.org/1067725#Agent600-21
Kuczynski, Jürgen	n50048712	97	Kuczynski, Jürgen	n50048712	n50048712	0.9411764705882353	Kuczynski, Jürgen			Person		http://example.org/101705#Agent100-11
Freier Deutscher Kulturbund in Grossbritannien	nr99001799	100	Freier Deutscher Kulturbund in Grossbritannien		nr99001799		Freier Deutscher Kulturbund in Grossbritannien	nr99001799	1	Organization		http://example.org/101705#Agent710-21
Brady, Eilís	no2010047943	95	Brady, Eilís	no2010047943	no2010047943	1	Brady, Eilís			Person		http://example.org/108113#Agent100-10
Lupoff, Richard A., 1935-	n50043014	100	Lupoff, Richard A., 1935-	n50043014	n50043014	0.8620689655172413	Lupoff, Richard A., 1935-			Person		http://example.org/1086019#Agent100-14
Thompson, Don	n90652335	100	Thompson, Don				Thompson, Don			Person		http://example.org/1086019#Agent700-24
National Council of Applied Economic Research	n80044906	100	National Council of Applied Economic Research		n80044906		National Council of Applied Economic Research	n80044906	0.9782608695652174	Organization		http://example.org/1025220#Agent110-13
Pithani, K. D			Pithani, K. D				Pithani, K. D			Person		http://example.org/103602#Agent100-12
Pithani, T. D.	n82236807	100	Pithani, T. D	n82236807	n82236807	0.9285714285714286	Pithani, T. D			Person		http://example.org/103602#Agent700-21
Geist, Walter			Geist, Walter				Geist, Walter			Person		http://example.org/1004770#Agent100-10
Allis-Chalmers Manufacturing Company	n80115459	100	Allis-Chalmers Manufacturing Company		n80115459		Allis-Chalmers Manufacturing Company	n80115459	0.972972972972973	Organization		http://example.org/1004770#Agent610-18
Krappe, Alexander Haggerty, 1894-1947	n79107801	100	Krappe, Alexander Haggerty, 1894-1947	n79107801	n79107801	1	Krappe, Alexander Haggerty, 1894-1947			Person		http://example.org/1071661#Agent100-10
Portchmouth, Roland	nb97070773	100	Portchmouth, Roland	nb97070773	nb97070773	1	Portchmouth, Roland			Person		http://example.org/1089048#Agent100-15
Hanke, Lewis	n79046640	100	Hanke, Lewis	n79046640	n79046640	0.9230769230769231	Hanke, Lewis			Person		http://example.org/1071124#Agent100-13
Casas, Bartolomé de las, 1484-1566	n80010286	98	Casas, Bartolomé de las, 1484-1566	n80010286	n80010286	1	Casas, Bartolomé de las, 1484-1566			Person		http://example.org/1071124#Agent600-22
Sepúlveda, Juan Ginés de, 1490-1573	n50009804	97	Sepúlveda, Juan Ginés de, 1490-1573	n50009804	n50009804	1	Sepúlveda, Juan Ginés de, 1490-1573			Person		http://example.org/1071124#Agent600-23
Casas, Bartolomé de las, 1484-1566	n80010286	98	Casas, Bartolomé de las, 1484-1566	n80010286	n80010286	1	Casas, Bartolomé de las, 1484-1566			Person		http://example.org/1071124#Agent700-25
Warren, Earl, 1891-1974	n50028322	100	Warren, Earl, 1891-1974	n50028322	n50028322	0.9583333333333334	Warren, Earl, 1891-1974			Person		http://example.org/1016081#Agent100-11
Wattenberg, William W., 1911- 			Wattenberg, William W., 1911- 				Wattenberg, William W., 1911- 			Person		http://example.org/1024119#Agent100-11
Buffett, Bryan C			Buffett, Bryan C				Buffett, Bryan C			Person		http://example.org/1072027#Agent100-10
Robinson, Edward G., 1893-1973	n50049280	100	Robinson, Edward G., 1893-1973	n50049280	n50049280	1	Robinson, Edward G., 1893-1973			Person		http://example.org/1005311#Agent100-10
Robinson, Edward G., 1893-1973	n50049280	100	Robinson, Edward G., 1893-1973	n50049280	n50049280	1	Robinson, Edward G., 1893-1973			Person		http://example.org/1005311#Agent600-20
Spigelgass, Leonard	n86854980	100	Spigelgass, Leonard	n86854980	n86854980	0.95	Spigelgass, Leonard			Person		http://example.org/1005311#Agent700-21
Childe Roland	n86832139	100	Childe Roland	n86832139	n86832139	1	Childe Roland			Person		http://example.org/1073938#Agent100-9
National Industrial Conference Board	n79023183	100	National Industrial Conference Board		n79023183		National Industrial Conference Board	n79023183	0.9166666666666666	Organization		http://example.org/1011706#Agent710-24
Cramond, R. D.	no2004012286	100	Cramond, R. D	no2004012286	no2004012286	0.9285714285714286	Cramond, R. D			Person		http://example.org/1003042#Agent100-13
Glasgow (Scotland) University. Dept. of Social and Economic Research			Glasgow (Scotland) University. Dept. of Social and Economic Research				Glasgow (Scotland) University. Dept. of Social and Economic Research			Jurisdiction		http://example.org/1003042#Agent810-25
Drèze, Jacques H.	n50029603	97	Drèze, Jacques H	n50029603	n50029603	0.9411764705882353	Drèze, Jacques H			Person		http://example.org/1034138#Agent700-20
International Economic Association	n79049291	100	International Economic Association		n79049291		International Economic Association	n79049291	0.9714285714285714	Organization		http://example.org/1034138#Agent710-21
Klinck, George A.	n2004117249	100	Klinck, George A	n2004117249	n2004117249	0.9411764705882353	Klinck, George A			Person		http://example.org/1093341#Agent100-10
Gurik, Robert, 1932-	n50020341	100	Gurik, Robert, 1932-	n50020341	n50020341	0.8333333333333334	Gurik, Robert, 1932-			Person		http://example.org/1040793#Agent100-9
Morin, Jean-Pierre, 1940-			Morin, Jean-Pierre, 1940-				Morin, Jean-Pierre, 1940-			Person		http://example.org/1040793#Agent700-18
Douglas, James William Bruce			Douglas, James William Bruce				Douglas, James William Bruce			Person		http://example.org/1066458#Agent100-11
Ross, J. M. (Jean Mary)	n50066864	100	Ross, J. M. (Jean Mary)	n50066864	n50066864	1	Ross, J. M. (Jean Mary)			Person		http://example.org/1066458#Agent700-22
Simpson, Howard Russell			Simpson, Howard Russell				Simpson, Howard Russell			Person		http://example.org/1066458#Agent700-23
Schisgal, Murray, 1926-	n50002707	100	Schisgal, Murray, 1926-	n50002707	n50002707	0.8518518518518519	Schisgal, Murray, 1926-			Person		http://example.org/100099#Agent100-10
Pomerantz, Lawrence S			Pomerantz, Lawrence S				Pomerantz, Lawrence S			Person		http://example.org/100197#Agent100-11
Suelflow, James E.	no97001349	100	Suelflow, James E	no97001349	no97001349	0.9444444444444444	Suelflow, James E			Person		http://example.org/100197#Agent700-24
Hyōjun Rōmaji Kai			Hyōjun Rōmaji Kai				Hyōjun Rōmaji Kai			Organization		http://example.org/1050841#Agent110-12
Davis, Melton S.	no2004003477	100	Davis, Melton S	no2004003477	no2004003477	0.9375	Davis, Melton S			Person		http://example.org/106779#Agent100-12
Montesi, Wilma	n2002046515	100	Montesi, Wilma	n2002046515	n2002046515	1	Montesi, Wilma			Person		http://example.org/106779#Agent600-20
Beauvoir, Simone de, 1908-1986	n80005123	100	Beauvoir, Simone de, 1908-1986	n80005123	n80005123	0.9354838709677419	Beauvoir, Simone de, 1908-1986			Person		http://example.org/1031256#Agent100-12
Beauvoir, Simone de, 1908-1986	n80005123	100	Beauvoir, Simone de, 1908-1986	n80005123	n80005123	0.9354838709677419	Beauvoir, Simone de, 1908-1986			Person		http://example.org/1031256#Agent600-21
Mowat, Ruth D			Mowat, Ruth D				Mowat, Ruth D			Person		http://example.org/109865#Agent100-11
Williamstown Fair, Williamstown, Ont			Williamstown Fair, Williamstown, Ont				Williamstown Fair, Williamstown, Ont			Meeting		http://example.org/109865#Agent611-19
Malo, John W.	n80148960	100	Malo, John W	n80148960	n80148960	0.9230769230769231	Malo, John W			Person		http://example.org/1025843#Agent100-10
Noël Hume, Ivor	n50006989	96	Noël Hume, Ivor	n50006989	n50006989	0.9333333333333333	Noël Hume, Ivor			Person		http://example.org/1044720#Agent100-11
Papashvily, Helen Waite	n50050228	100	Papashvily, Helen Waite	n50050228	n50050228	1	Papashvily, Helen Waite			Person		http://example.org/1074307#Agent100-13
Weber, Tom, 1917-	n85808986	100	Weber, Tom, 1917-	n85808986	n85808986	1	Weber, Tom, 1917-			Person		http://example.org/1077479#Agent100-11
R.R. Donnelley and Sons Company	n80083452	100	R.R. Donnelley and Sons Company		n80083452		R.R. Donnelley and Sons Company	n80083452	1	Organization		http://example.org/1064086#Agent110-9
Molnár, Ferenc, 1878-1952	n79075547	98	Molnár, Ferenc, 1878-1952	n79075547	n79075547	0.9615384615384616	Molnár, Ferenc, 1878-1952			Person		http://example.org/1097940#Agent100-10
Bernstein, Carl, 1944-	n82130566	100	Bernstein, Carl, 1944-	n82130566	n82130566	0.8461538461538461	Bernstein, Carl, 1944-			Person		http://example.org/1051348#Agent100-22
Bernstein, Carl, 1944-	n82130566	100	Bernstein, Carl, 1944-	n82130566	n82130566	0.8461538461538461	Bernstein, Carl, 1944-			Person		http://example.org/1051348#Agent600-31
Woodward, Bob	nb2007020191	100	Woodward, Bob				Woodward, Bob			Person		http://example.org/1051348#Agent600-32
Woodward, Bob	nb2007020191	100	Woodward, Bob				Woodward, Bob			Person		http://example.org/1051348#Agent700-35
Ronaghan, Allen, 1923-	no2012085346	100	Ronaghan, Allen, 1923-	no2012085346	no2012085346	1	Ronaghan, Allen, 1923-			Person		http://example.org/1038354#Agent100-9
Renehan family			Renehan family				Renehan family			Family		http://example.org/1038354#Agent600-18
Ronaghan, James, 1828?-1859			Ronaghan, James, 1828?-1859				Ronaghan, James, 1828?-1859			Person		http://example.org/1038354#Agent600-19
Kyger, Joanne	n82147335	100	Kyger, Joanne	n82147335	n82147335	1	Kyger, Joanne			Person		http://example.org/103466#Agent100-9
Kronenberg, Vernon J.	n89615369	100	Kronenberg, Vernon J	n89615369	n89615369	0.9523809523809523	Kronenberg, Vernon J			Person		http://example.org/1034291#Agent100-11
Kronenberg, Vernon J.	n89615369	100	Kronenberg, Vernon J	n89615369	n89615369	0.9523809523809523	Kronenberg, Vernon J			Person		http://example.org/1033316#Agent100-12
Canada. Department of National Defence	n80076394	100	Canada. Department of National Defence		n80076394		Canada. Department of National Defence	n80076394	1	Jurisdiction		http://example.org/1033316#Agent610-22
Lothstein, Arthur	no2016106231	100	Lothstein, Arthur	no2016106231	no2016106231	0.9444444444444444	Lothstein, Arthur			Person		http://example.org/1062836#Agent100-12
Larkin, Philip	n50036026	100	Larkin, Philip	n50036026	n50036026	1	Larkin, Philip			Person		http://example.org/1080219#Agent100-15
Machado, Manuel, 1874-1947	n79095615	100	Machado, Manuel, 1874-1947	n79095615	n79095615	1	Machado, Manuel, 1874-1947			Person		http://example.org/1078823#Agent100-9
Carballo Picazo, Alfredo	no2004080574	100	Carballo Picazo, Alfredo	no2004080574	no2004080574	1	Carballo Picazo, Alfredo			Person		http://example.org/1078823#Agent700-18
Scudéry, Madeleine de, 1607-1701	n50004885	98	Scudéry, Madeleine de, 1607-1701	n50004885	n50004885	1	Scudéry, Madeleine de, 1607-1701			Person		http://example.org/101413#Agent100-10
Scudéry, M. de (Georges), 1601-1667	n84233680	98	Scudéry, M. de (Georges), 1601-1667	n84233680	n84233680	1	Scudéry, M. de (Georges), 1601-1667			Person		http://example.org/101413#Agent700-20
Phillips, John, 1631-1706	n84121490	100	Phillips, John, 1631-1706	n84121490	n84121490	1	Phillips, John, 1631-1706			Person		http://example.org/101413#Agent700-21
Canby, Henry Seidel, 1878-1961	n50051945	100	Canby, Henry Seidel, 1878-1961	n50051945	n50051945	0.967741935483871	Canby, Henry Seidel, 1878-1961			Person		http://example.org/1055982#Agent100-11
Yale University	n79043367	100	Yale University		n79043367		Yale University	n79043367	0.9375	Organization		http://example.org/1055982#Agent610-19
Tilschová, Anna Maria, 1873-1957	n85283718	98	Tilschová, Anna Maria, 1873-1957	n85283718	n85283718	1	Tilschová, Anna Maria, 1873-1957			Person		http://example.org/1095806#Agent100-10
Związek Młodzieży Wiejskiej. Korespondencyjny Klub Młodych Pisarzy	nr90009750		Związek Młodzieży Wiejskiej. Korespondencyjny Klub Młodych Pisarzy		nr90009750		Związek Młodzieży Wiejskiej. Korespondencyjny Klub Młodych Pisarzy	nr90009750	0.8311688311688312	Organization		http://example.org/1097159#Agent710-20
Zagórska-Czarnecka, Alicja			Zagórska-Czarnecka, Alicja				Zagórska-Czarnecka, Alicja			Person		http://example.org/1098424#Agent700-21
Lubelski Klub Literacki			Lubelski Klub Literacki				Lubelski Klub Literacki			Organization		http://example.org/1098424#Agent710-22
Čapek, Josef, 1887-1945	n50032568	98	Čapek, Josef, 1887-1945	n50032568	n50032568	1	Čapek, Josef, 1887-1945			Person		http://example.org/1096197#Agent700-20
Ob'i︠e︡dnanni︠a︡ demokratychnoï ukraïnsʹkoï molodi	n2007052330	97	Ob'i͡ednanni͡a demokratychnoï ukraïnsʹkoï molodi		n2007052330		Ob'i͡ednanni͡a demokratychnoï ukraïnsʹkoï molodi	n2007052330	0.8113207547169812	Organization		http://example.org/1031884#Agent110-10
Fedorenko, I︠E︡vhen V.	n84121654	100	Fedorenko, I͡Evhen V	n84121654	n84121654	0.8636363636363636	Fedorenko, I͡Evhen V			Person		http://example.org/1031884#Agent700-21
Konoval, Oleksiĭ	n97011669	97	Konoval, Oleksiĭ	n97011669	n97011669	1	Konoval, Oleksiĭ			Person		http://example.org/1031884#Agent700-22
Dalʹnyĭ, Mar'i︠a︡n	n2007052327	96	Dalʹnyĭ, Mar'i͡an				Dalʹnyĭ, Mar'i͡an			Person		http://example.org/1031884#Agent700-23
La Roche-Guilhen, Mlle de (Anne), 1644-1707	n85084665	90	La Roche-Guilhen, Mlle de (Anne), 1644-1707				La Roche-Guilhen, Mlle de (Anne), 1644-1707			Person		http://example.org/1005191#Agent100-9
Arne, Michael, 1741?-1786	n81035556	100	Arne, Michael, 1741?-1786	n81035556	n81035556	1	Arne, Michael, 1741?-1786			Person		http://example.org/1073899#Agent100-10
Battishill, Jonathan, 1738-1801	n83041629	100	Battishill, Jonathan, 1738-1801	n83041629	n83041629	1	Battishill, Jonathan, 1738-1801			Person		http://example.org/1073899#Agent700-19
Rolt, Richard, 1724 or 5-1770	n83148896	88	Rolt, Richard, 1724 or 5-1770	n83148896	n83148896	0.90625	Rolt, Richard, 1724 or 5-1770			Person		http://example.org/1073899#Agent700-20
Winkler, George	n86805097	100	Winkler, George				Winkler, George			Person		http://example.org/1011109#Agent700-25
Peterson, Leonard, 1917-	n87812015	89	Peterson, Leonard, 1917-	n87812015	n87812015	0.8571428571428571	Peterson, Leonard, 1917-			Person		http://example.org/1036957#Agent100-11
al-Ibshīhī, Muḥammad ibn Aḥmad, 1388-ca 1446	n84038576	80	al-Ibshīhī, Muḥammad ibn Aḥmad, 1388-ca 1446				al-Ibshīhī, Muḥammad ibn Aḥmad, 1388-ca 1446			Person		http://example.org/1098687#Agent100-10
Rat, Gustave, d 1910			Rat, Gustave, d 1910				Rat, Gustave, d 1910			Person		http://example.org/1098687#Agent700-18
Fink, A. M. (Arlington M.), 1932-	n91052885	100	Fink, A. M. (Arlington M.), 1932-	n91052885	n91052885	1	Fink, A. M. (Arlington M.), 1932-			Person		http://example.org/1005017#Agent100-11
Stout, William F	no2003069782	86	Stout, William F				Stout, William F			Person		http://example.org/1033109#Agent100-12
John Mitchell &amp; Son			John Mitchell &amp; Son				John Mitchell &amp; Son			Organization		http://example.org/1086954#Agent110-13
McCarty, Harold Hull, 1901-	n81145828	100	McCarty, Harold Hull, 1901-	n81145828	n81145828	1	McCarty, Harold Hull, 1901-			Person		http://example.org/1072119#Agent100-11
Black, William Robert Dean, 1923-	no99040673	86	Black, William Robert Dean, 1923-				Black, William Robert Dean, 1923-			Person		http://example.org/1072119#Agent700-22
Indiana. University. Dept. of Geography			Indiana. University. Dept. of Geography				Indiana. University. Dept. of Geography			Jurisdiction		http://example.org/1072119#Agent810-23
Swift, Mary Grace	n79134887	100	Swift, Mary Grace	n79134887	n79134887	1	Swift, Mary Grace			Person		http://example.org/1046219#Agent100-11
Didelot, Charles Louis, 1767-1837	n84110408	100	Didelot, Charles Louis, 1767-1837	n84110408	n84110408	0.9696969696969697	Didelot, Charles Louis, 1767-1837			Person		http://example.org/1046219#Agent600-19
Marcelli, Ulderico	n93012654	100	Marcelli, Ulderico	n93012654	n93012654	1	Marcelli, Ulderico			Person		http://example.org/1043518#Agent100-10
Anthony, Earle C.	n2008068226	100	Anthony, Earle C	n2008068226	n2008068226	0.9411764705882353	Anthony, Earle C			Person		http://example.org/1043518#Agent700-21
Wilson, Carey	no93028697	100	Wilson, Carey				Wilson, Carey			Person		http://example.org/1043518#Agent700-22
Bohemian Club (San Francisco, Calif.)	n50065080	100	Bohemian Club (San Francisco, Calif.)		n50065080		Bohemian Club (San Francisco, Calif.)	n50065080	1	Organization		http://example.org/1043518#Agent710-23
Hýsek, Miloslav, 1885-1957	n83228144	98	Hýsek, Miloslav, 1885-1957	n83228144	n83228144	1	Hýsek, Miloslav, 1885-1957			Person		http://example.org/1096659#Agent100-10
Jirásek, Alois, 1851-1930	n81013308	98	Jirásek, Alois, 1851-1930	n81013308	n81013308	1	Jirásek, Alois, 1851-1930			Person		http://example.org/1096659#Agent600-18
Jirásek, Alois, 1851-1930	n81013308	98	Jirásek, Alois, 1851-1930	n81013308	n81013308	1	Jirásek, Alois, 1851-1930			Person		http://example.org/1096659#Agent700-19
Plana, Alejandro, -1940			Plana, Alejandro, -1940				Plana, Alejandro, -1940			Person		http://example.org/1094964#Agent100-10
Bergeron, Paul Aime, 1928-			Bergeron, Paul Aime, 1928-				Bergeron, Paul Aime, 1928-			Person		http://example.org/1042009#Agent100-11
Melbin, Murray	n85386863	100	Melbin, Murray	n85386863	n85386863	1	Melbin, Murray			Person		http://example.org/1022899#Agent100-14
Saiter, George Junior, 1928-			Saiter, George Junior, 1928-				Saiter, George Junior, 1928-			Person		http://example.org/1014660#Agent100-9
Pozsonyi, Judith, 1927-	n86000557	100	Pozsonyi, Judith, 1927-	n86000557	n86000557	1	Pozsonyi, Judith, 1927-			Person		http://example.org/1061358#Agent100-10
Charney, George	nb2007004329	100	Charney, George	nb2007004329	nb2007004329	1	Charney, George			Person		http://example.org/1035980#Agent100-12
Charney, George	nb2007004329	100	Charney, George	nb2007004329	nb2007004329	1	Charney, George			Person		http://example.org/1035980#Agent600-20
Barolini, Antonio	no99009680	100	Barolini, Antonio	no99009680	no99009680	0.9444444444444444	Barolini, Antonio			Person		http://example.org/1033704#Agent100-11
Lockett, H. Claiborne	n93033084	100	Lockett, H. Claiborne	n93033084	n93033084	1	Lockett, H. Claiborne			Person		http://example.org/1010556#Agent100-10
Beale, Edward Fitzgerald, 1822-1893	n79149084	100	Beale, Edward Fitzgerald, 1822-1893	n79149084	n79149084	1	Beale, Edward Fitzgerald, 1822-1893			Person		http://example.org/1010556#Agent700-21
Snow, Milton	no2002050968	100	Snow, Milton	no2002050968	no2002050968	1	Snow, Milton			Person		http://example.org/1010556#Agent700-22
Beatty, Willard W. (Willard Walcott), 1891-1961	n89658277	100	Beatty, Willard W. (Willard Walcott), 1891-1961	n89658277	n89658277	1	Beatty, Willard W. (Willard Walcott), 1891-1961			Person		http://example.org/1010556#Agent700-23
Hughes, Aubrey Dean, 1908-			Hughes, Aubrey Dean, 1908-				Hughes, Aubrey Dean, 1908-			Person		http://example.org/1013745#Agent100-11
Rough, Stanley			Rough, Stanley				Rough, Stanley			Person		http://example.org/1024217#Agent100-10
Thomas, Donald	no2001016818	100	Thomas, Donald				Thomas, Donald			Person		http://example.org/105695#Agent100-12
Reid, Constance	n50050910	100	Reid, Constance	n50050910	n50050910	0.9375	Reid, Constance			Person		http://example.org/106283#Agent100-10
Murray, William Cotter	n88094449	100	Murray, William Cotter	n88094449	n88094449	1	Murray, William Cotter			Person		http://example.org/1035460#Agent100-11
Kleinfeld, Judith	n79061383	100	Kleinfeld, Judith	n79061383	n79061383	1	Kleinfeld, Judith			Person		http://example.org/1009866#Agent100-12
Bloom, Joseph, 1947-	no96055359	100	Bloom, Joseph, 1947-	no96055359	no96055359	1	Bloom, Joseph, 1947-			Person		http://example.org/1009866#Agent700-25
University of Alaska (College) Center for Northern Educational Research			University of Alaska (College) Center for Northern Educational Research				University of Alaska (College) Center for Northern Educational Research			Organization		http://example.org/1009866#Agent710-26
Gómez-Moreno, María Elena	nr2002000499	96	Gómez-Moreno, María Elena	nr2002000499	nr2002000499	0.9615384615384616	Gómez-Moreno, María Elena			Person		http://example.org/1079714#Agent100-10
Cano, Alonso, 1601-1667	nr88012222	100	Cano, Alonso, 1601-1667	nr88012222	nr88012222	0.9583333333333334	Cano, Alonso, 1601-1667			Person		http://example.org/1079714#Agent600-18
Mort, Paul R., 1894-	no94006246	86	Mort, Paul R., 1894-	no94006246	no94006246	0.8333333333333334	Mort, Paul R., 1894-			Person		http://example.org/1062225#Agent100-11
Vincent, William Shafer, 1907-	n79054155	100	Vincent, William Shafer, 1907-	n79054155	n79054155	1	Vincent, William Shafer, 1907- 			Person		http://example.org/1062225#Agent700-20
Williams, P. M	nb2015019595	83	Williams, P. M				Williams, P. M			Person		http://example.org/100688#Agent100-9
Kuleba, Hryhoriĭ Ivanovych, 1932-	n81084340	98	Kuleba, Hryhoriĭ Ivanovych, 1932-	n81084340	n81084340	0.9411764705882353	Kuleba, Hryhoriĭ Ivanovych, 1932-			Person		http://example.org/1024544#Agent100-9
Castro, Fidel, 1926-	n80039693	87	Castro, Fidel, 1926-	n80039693	n80039693	0.8	Castro, Fidel, 1926-			Person		http://example.org/1004044#Agent100-11
Lukac, George J			Lukac, George J				Lukac, George J			Person		http://example.org/1073529#Agent100-11
Rutgers University	n79060586	100	Rutgers University		n79060586		Rutgers University	n79060586	1	Organization		http://example.org/1073529#Agent610-19
Becker-Cantarino, Barbara	n84067360	100	Becker-Cantarino, Barbara	n84067360	n84067360	0.9615384615384616	Becker-Cantarino, Barbara			Person		http://example.org/1052335#Agent100-14
Blumauer, Aloys, 1755-1798	n50009081	100	Blumauer, Aloys, 1755-1798	n50009081	n50009081	1	Blumauer, Aloys, 1755-1798			Person		http://example.org/1052335#Agent600-23
Auėzov, Mukhtar Omarkhanovich, 1897-1961	n81108866	99	Auėzov, Mukhtar Omarkhanovich, 1897-1961	n81108866	n81108866	0.975	Auėzov, Mukhtar Omarkhanovich, 1897-1961			Person		http://example.org/1025555#Agent700-20
Smirnova, Nina Sergeevna	n82020442	92	Smirnova, Nina Sergeevna				Smirnova, Nina Sergeevna			Person		http://example.org/1025555#Agent700-21
Tīl zhăne ădebiet instituty (Qazaq SSR ghylym akademii͡asy)	n82032680	84	Tīl zhăne ădebiet instituty (Qazaq SSR ghylym akademii͡asy)		n82032680		Tīl zhăne ădebiet instituty (Qazaq SSR ghylym akademii͡asy)	n82032680	0.9666666666666667	Organization		http://example.org/1025555#Agent710-22
Hubschmid, Johannes, 1916-	n84158438	100	Hubschmid, Johannes, 1916-	n84158438	n84158438	0.8666666666666667	Hubschmid, Johannes, 1916-			Person		http://example.org/1089668#Agent100-11
Granick, Leonard P. R			Granick, Leonard P. R				Granick, Leonard P. R			Person		http://example.org/100723#Agent100-11
Jacobson, Lee E			Jacobson, Lee E				Jacobson, Lee E			Person		http://example.org/100723#Agent700-22
Greaux, Robert Bruce			Greaux, Robert Bruce				Greaux, Robert Bruce			Person		http://example.org/100723#Agent700-23
MacDonald, Suse	n85213023	100	MacDonald, Suse	n85213023	n85213023	1	MacDonald, Suse			Person		http://example.org/1002656#Agent100-12
Abish, Walter	n80102276	100	Abish, Walter	n80102276	n80102276	0.9285714285714286	Abish, Walter			Person		http://example.org/1031141#Agent100-12
Adyar Library	n81058779	100	Adyar Library		n81058779		Adyar Library	n81058779	1	Organization		http://example.org/1098816#Agent110-10
Krishnamacharya, V.	n82077023	100	Krishnamacharya, V	n82077023	n82077023	0.9473684210526315	Krishnamacharya, V			Person		http://example.org/1098816#Agent700-19
Fisher, Ray Wall			Fisher, Ray Wall				Fisher, Ray Wall			Person		http://example.org/1014467#Agent100-10
Heinsius, Wilhelm, 1768-1817	n2016069989	100	Heinsius, Wilhelm, 1768-1817	n2016069989	n2016069989	1	Heinsius, Wilhelm, 1768-1817			Person		http://example.org/1048988#Agent100-9
Heinsius, Wilhelm, 1768-1817	n2016069989	100	Heinsius, Wilhelm, 1768-1817	n2016069989	n2016069989	1	Heinsius, Wilhelm, 1768-1817			Person		http://example.org/1048988#Agent700-24
Nerdinger, Eugen	n88181020	100	Nerdinger, Eugen	n88181020	n88181020	1	Nerdinger, Eugen			Person		http://example.org/1088076#Agent100-10
Beck, Lisa	n2011078602	100	Beck, Lisa				Beck, Lisa			Person		http://example.org/1088076#Agent700-20
Pitman, James, Sir, 1901-	n50011005	89	Pitman, James, Sir, 1901-	n50011005	n50011005	0.8620689655172413	Pitman, James, Sir, 1901-			Person		http://example.org/1064519#Agent100-12
St. John, John Richard, 1917-	n50048831	100	St. John, John Richard, 1917- 	n50048831	n50048831	1	St. John, John Richard, 1917- 			Person		http://example.org/1064519#Agent700-23
