Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
Vermeer, Johannes, 1632-1675	n79006488	100	Vermeer, Johannes, 1632-1675	n79006488	n79006488	0.9655172414	Vermeer, Johannes, 1632-1675			Person		http://example.org/1086314#Agent100-10	
Fierens, Paul, 1895-1957	no95010123	100	Fierens, Paul, 1895-1957	no95010123	no95010123	1	Fierens, Paul, 1895-1957			Person		http://example.org/1086314#Agent700-18	
Hale, Philip Leslie, 1865-1931	n87874779	100	Hale, Philip Leslie, 1865-1931	n87874779	n87874779	1	Hale, Philip Leslie, 1865-1931			Person		http://example.org/1086318#Agent100-10	
Vermeer, Johannes, 1632-1675	n79006488	100	Vermeer, Johannes, 1632-1675	n79006488	n79006488	0.9655172414	Vermeer, Johannes, 1632-1675			Person		http://example.org/1086318#Agent600-18	
Niemcewicz, Julian Ursyn, 1758-1841	n50003855	100	Niemcewicz, Julian Ursyn, 1758-1841	n50003855	n50003855	1	Niemcewicz, Julian Ursyn, 1758-1841			Person		http://example.org/1096516#Agent100-10	
Tęcyński, Jan Chrzciciel, hrabia, d 1563			Tęcyński, Jan Chrzciciel, hrabia, d 1563				Tęcyński, Jan Chrzciciel, hrabia, d 1563			Person		http://example.org/1096516#Agent600-19	
Unesco	n79054523		Unesco		n79054523		Unesco	n79054523	0.8571428571	Organization		http://example.org/1087190#Agent110-11	
New York Graphic Society	n80050917	100	New York Graphic Society		n80050917		New York Graphic Society	n80050917	0.9166666667	Organization		http://example.org/1087190#Agent710-21	
Kojima, Kiyoshi, 1920-2010	n50048261	100	Kojima, Kiyoshi, 1920-2010	n50048261	n50048261	1	Kojima, Kiyoshi, 1920-2010			Person		http://example.org/1010531#Agent100-16	
Huish, Marcus Eburne, 1845-1921			Huish, Marcus Eburne, 1845-1921				Huish, Marcus Eburne, 1845-1921			Person		http://example.org/1081222#Agent100-11	
Kokusaihō Gakkai	n85165062	81	Kokusaihō Gakkai				Kokusaihō Gakkai			Organization		http://example.org/1057541#Agent110-11	
United Nations	n79021345	100	United Nations		n79021345		United Nations	n79021345	0.9333333333	Organization		http://example.org/1057541#Agent610-19	
Carnegie Endowment for International Peace	n79145348	100	Carnegie Endowment for International Peace		n79145348		Carnegie Endowment for International Peace	n79145348	0.976744186	Organization		http://example.org/1057541#Agent710-20	
Hunsberger, Warren S.	no95048171	100	Hunsberger, Warren S	no95048171	no95048171	0.9523809524	Hunsberger, Warren S			Person		http://example.org/1010536#Agent100-11	
Council on Foreign Relations	n81061396	100	Council on Foreign Relations		n81061396		Council on Foreign Relations	n81061396	0.9285714286	Organization		http://example.org/1010536#Agent710-22	
Boltho, Andrea	n82062629	100	Boltho, Andrea	n82062629	n82062629	0.9333333333	Boltho, Andrea			Person		http://example.org/109892#Agent100-13	
Allen, G. C. (George Cyril), 1900-1982	n79049230	100	Allen, G. C. (George Cyril), 1900-1982	n79049230	n79049230	1	Allen, G. C. (George Cyril), 1900-1982			Person		http://example.org/1010529#Agent100-11	
Andrews, Ron L. (Ron Lawrence)	n50027705	100	Andrews, Ron L. (Ron Lawrence)	n50027705	n50027705	1	Andrews, Ron L. (Ron Lawrence)			Person		http://example.org/1004346#Agent100-13	
Calgary Public School Board. Library Service Centre			Calgary Public School Board. Library Service Centre				Calgary Public School Board. Library Service Centre			Organization		http://example.org/1061360#Agent110-10	
Ahlers, John	nr00000395	100	Ahlers, John	nr00000395	nr00000395	0.9230769231	Ahlers, John			Person		http://example.org/1009661#Agent100-11	
Brameld, Theodore, 1904-1987	n50043199	100	Brameld, Theodore, 1904-1987	n50043199	n50043199	1	Brameld, Theodore, 1904-1987			Person		http://example.org/1033149#Agent100-13	
Gorham, Hazel H.	no99011855	100	Gorham, Hazel H	no99011855	no99011855	0.9375	Gorham, Hazel H			Person		http://example.org/1088938#Agent100-11	
Kinoshita, Masao, 1925-			Kinoshita, Masao, 1925-				Kinoshita, Masao, 1925-			Person		http://example.org/1084393#Agent100-11	
Alex, William, active 1963-			Alex, William, active 1963-				Alex, William, active 1963-			Person		http://example.org/1081596#Agent100-12	
Robinson, H. Russell	n50048986	100	Robinson, H. Russell	n50048986	n50048986	0.9523809524	Robinson, H. Russell			Person		http://example.org/1088573#Agent700-23	
Abbate, Francesco	n50039863	100	Abbate, Francesco	n50039863	n50039863	0.9444444444	Abbate, Francesco			Person		http://example.org/1035215#Agent700-25	
Art Gallery of Greater Victoria	n50001862	100	Art Gallery of Greater Victoria		n50001862		Art Gallery of Greater Victoria	n50001862	0.9677419355	Organization		http://example.org/1081242#Agent110-14	
Art Gallery of Greater Victoria	n50001862	100	Art Gallery of Greater Victoria		n50001862		Art Gallery of Greater Victoria	n50001862	0.9677419355	Organization		http://example.org/1081242#Agent610-24	
Vollmer, John, 1945-	n85818013	100	Vollmer, John, 1945-				Vollmer, John, 1945-			Person		http://example.org/1081242#Agent700-27	
Webb, Glenn Taylor	n85813149	100	Webb, Glenn Taylor	n85813149	n85813149	0.9473684211	Webb, Glenn Taylor			Person		http://example.org/1081242#Agent700-28	
Ueno, Naoteru, 1882-1973	n83049356	100	Ueno, Naoteru, 1882-1973	n83049356	n83049356	1	Ueno, Naoteru, 1882-1973			Person		http://example.org/1081239#Agent100-11	
Kaikoku Hyakunen Kinen Bunka Jigyōkai	n2008069150	99	Kaikoku Hyakunen Kinen Bunka Jigyōkai		n2008069150		Kaikoku Hyakunen Kinen Bunka Jigyōkai	n2008069150	0.8421052632	Organization		http://example.org/1081239#Agent810-21	
Rosenfield, John M.	n79066136	100	Rosenfield, John M	n79066136	n79066136	0.9473684211	Rosenfield, John M			Person		http://example.org/1081248#Agent100-12	
Asia Society	n79039829	100	Asia Society		n79039829		Asia Society	n79039829	0.9230769231	Organization		http://example.org/1081248#Agent710-26	
Asia House Gallery	n79066125	100	Asia House Gallery		n79066125		Asia House Gallery	n79066125	1	Organization		http://example.org/1081248#Agent710-27	
Fogg Art Museum	n79105958	100	Fogg Art Museum		n79105958		Fogg Art Museum	n79105958	0.9375	Organization		http://example.org/1081248#Agent710-28	
Hartmann, Sadakichi, 1867-1944	n50028353	100	Hartmann, Sadakichi, 1867-1944	n50028353	n50028353	1	Hartmann, Sadakichi, 1867-1944			Person		http://example.org/1081221#Agent100-11	
Johnes, Raymond Paul, 1894-			Johnes, Raymond Paul, 1894-				Johnes, Raymond Paul, 1894-			Person		http://example.org/1081223#Agent100-11	
Cole, Robert E.	n79078762	100	Cole, Robert E				Cole, Robert E			Person		http://example.org/1001705#Agent100-14	
Aida, Kohei			Aida, Kohei				Aida, Kohei			Person		http://example.org/1053802#Agent100-11	
Nihon Chiri Gakkai	n50064655	100	Nihon Chiri Gakkai		n50064655		Nihon Chiri Gakkai	n50064655	0.9473684211	Organization		http://example.org/1022582#Agent710-21	
Mody, N. H. N.	nr2001028388	100	Mody, N. H. N				Mody, N. H. N			Person		http://example.org/1089012#Agent100-11	
Gookin, Frederick William, 1853-			Gookin, Frederick William, 1853-				Gookin, Frederick William, 1853-			Person		http://example.org/1087118#Agent700-21	
Japan Society (New York, N.Y.)	n50056543	100	Japan Society (New York, N.Y.)		n50056543		Japan Society (New York, N.Y.)	n50056543	1	Organization		http://example.org/1087118#Agent710-22	
Blunt, Wilfrid, 1901-1987	n80019522	100	Blunt, Wilfrid, 1901-1987	n80019522	n80019522	0.9615384615	Blunt, Wilfrid, 1901-1987			Person		http://example.org/1087278#Agent100-11	
Hillier, J. (Jack), 1912-1995	n79100773	100	Hillier, J. (Jack), 1912-1995	n79100773	n79100773	1	Hillier, J. (Jack), 1912-1995			Person		http://example.org/1087120#Agent100-12	
Langer, Paul Fritz, 1915-			Langer, Paul Fritz, 1915-				Langer, Paul Fritz, 1915-			Person		http://example.org/1039663#Agent100-11	
Nihon Kyōsantō	n80049718	92	Nihon Kyōsantō		n80049718		Nihon Kyōsantō	n80049718	0.8	Organization		http://example.org/1039663#Agent610-19	
Swearingen, Rodger, 1923-	n79054338	100	Swearingen, Rodger, 1923- 	n79054338	n79054338	0.8620689655	Swearingen, Rodger, 1923- 			Person		http://example.org/1039663#Agent700-21	
Lebra, Takie Sugiyama, 1930-	n83134732	100	Lebra, Takie Sugiyama, 1930- 	n83134732	n83134732	0.875	Lebra, Takie Sugiyama, 1930- 			Person		http://example.org/1072123#Agent100-15	
Lebra, William P.	n50046461	100	Lebra, William P	n50046461	n50046461	0.9411764706	Lebra, William P			Person		http://example.org/1072123#Agent700-26	
Ishida, Eiichirō, 1903-1968	n85333699	98	Ishida, Eiichirō, 1903-1968	n85333699	n85333699	1	Ishida, Eiichirō, 1903-1968			Person		http://example.org/104811#Agent100-12	
Lensen, George Alexander, 1923-	n50049770	100	Lensen, George Alexander, 1923-	n50049770	n50049770	1	Lensen, George Alexander, 1923-			Person		http://example.org/1054702#Agent100-11	
Ōkawa, Kazushi, 1908-	n50049532		Ōkawa, Kazushi, 1908-	n50049532	n50049532	0.9090909091	Ōkawa, Kazushi, 1908-			Person		http://example.org/1003405#Agent100-14	
Rosovsky, Henry	n86813568	100	Rosovsky, Henry	n86813568	n86813568	0.9375	Rosovsky, Henry			Person		http://example.org/1003405#Agent700-24	
Ellingworth, Richard			Ellingworth, Richard				Ellingworth, Richard			Person		http://example.org/1028713#Agent100-11	
Kaigo, Tokiomi, 1901-	n50045066	100	Kaigo, Tokiomi, 1901-	n50045066	n50045066	1	Kaigo, Tokiomi, 1901-			Person		http://example.org/1061273#Agent100-10	
Chandler, Billie T.	nr91000291	100	Chandler, Billie T	nr91000291	nr91000291	0.9473684211	Chandler, Billie T			Person		http://example.org/1029688#Agent100-11	
Morse, Edward Sylvester, 1838-1925	n82124207	100	Morse, Edward Sylvester, 1838-1925	n82124207	n82124207	0.9714285714	Morse, Edward Sylvester, 1838-1925			Person		http://example.org/1084319#Agent100-12	
Strange, Edward Fairbrother, 1862-1929	n82073758	100	Strange, Edward Fairbrother, 1862-1929	n82073758	n82073758	1	Strange, Edward Fairbrother, 1862-1929			Person		http://example.org/1088316#Agent100-11	
Halliday, Jon	n50018461	100	Halliday, Jon	n50018461	n50018461	0.9285714286	Halliday, Jon			Person		http://example.org/1017161#Agent100-11	
McCormack, Gavan	n50014804	100	McCormack, Gavan	n50014804	n50014804	1	McCormack, Gavan			Person		http://example.org/1017161#Agent700-22	
Tanaka, Ichimatsu, 1895-1983	n81015694	100	Tanaka, Ichimatsu, 1895-1983	n81015694	n81015694	1	Tanaka, Ichimatsu, 1895-1983			Person		http://example.org/1086988#Agent100-17	
Hillier, J. (Jack), 1912-1995	n79100773	100	Hillier, J. (Jack), 1912-1995	n79100773	n79100773	1	Hillier, J. (Jack), 1912-1995			Person		http://example.org/1087121#Agent100-12	
Benda, Harry Jindrich	n50007169	100	Benda, Harry Jindrich	n50007169	n50007169	0.9545454545	Benda, Harry Jindrich			Person		http://example.org/1057646#Agent100-11	
Irikura, James K.	no2012074433	100	Irikura, James K	no2012074433	no2012074433	0.9411764706	Irikura, James K			Person		http://example.org/1057646#Agent700-22	
Kishi, Kōichi, 1915-1969	no2012074436	88	Kishi, Kōichi, 1915-1969	no2012074436	no2012074436	0.92	Kishi, Kōichi, 1915-1969			Person		http://example.org/1057646#Agent700-23	
Komiya, Toyotaka, 1884-1966	n83317789	100	Komiya, Toyotaka, 1884-1966	n83317789	n83317789	1	Komiya, Toyotaka, 1884-1966			Person		http://example.org/1082403#Agent100-11	
Kaikoku Hyakunen Kinen Bunka Jigyōkai	n2008069150	99	Kaikoku Hyakunen Kinen Bunka Jigyōkai		n2008069150		Kaikoku Hyakunen Kinen Bunka Jigyōkai	n2008069150	0.8421052632	Organization		http://example.org/1082403#Agent810-22	
Sunaga, Katsumi, d 1935	no2010194997	95	Sunaga, Katsumi, d 1935	no2010194997	no2010194997	0.9130434783	Sunaga, Katsumi, d 1935			Person		http://example.org/1082402#Agent100-11	
Matsuhara, Iwao, 1889-1967	no2009187283	100	Matsuhara, Iwao, 1889-1967	no2009187283	no2009187283	1	Matsuhara, Iwao, 1889-1967			Person		http://example.org/1082402#Agent700-20	
Iglehart, E. T. (Edwin Taylor), 1878-	nr94035712	100	Iglehart, E. T. (Edwin Taylor), 1878-				Iglehart, E. T. (Edwin Taylor), 1878-			Person		http://example.org/1082402#Agent700-21	
Japan. Kokusai Kankōkyoku	nr98021867	98	Japan. Kokusai Kankōkyoku		nr98021867		Japan. Kokusai Kankōkyoku	nr98021867	1	Jurisdiction		http://example.org/1082402#Agent710-22	
Kikuoka, Tadashi, 1931-	no2001015255	100	Kikuoka, Tadashi, 1931-	no2001015255	no2001015255	1	Kikuoka, Tadashi, 1931-			Person		http://example.org/1007651#Agent100-12	
Turk, Frank A			Turk, Frank A				Turk, Frank A			Person		http://example.org/1081238#Agent100-11	
Toda, Kenji	nr92000553	100	Toda, Kenji				Toda, Kenji			Person		http://example.org/1087184#Agent100-11	
Akiyama, Terukazu, 1918-2009	n81118862	100	Akiyama, Terukazu, 1918-2009	n81118862	n81118862	1	Akiyama, Terukazu, 1918-2009			Person		http://example.org/1087178#Agent100-11	
Tsuneishi, Warren M. (Warren Michio), 1921-2011	n88206703	100	Tsuneishi, Warren M. (Warren Michio), 1921-2011	n88206703	n88206703	1	Tsuneishi, Warren M. (Warren Michio), 1921-2011			Person		http://example.org/1067678#Agent100-12	
Yoshida, Tōshi, 1911-	n84092459	97	Yoshida, Tōshi, 1911-	n84092459	n84092459	0.9523809524	Yoshida, Tōshi, 1911-			Person		http://example.org/1088319#Agent100-11	
Yuki, Rei			Yuki, Rei				Yuki, Rei			Person		http://example.org/1088319#Agent700-22	
Michener, James A. (James Albert), 1907-1997	n79058583	100	Michener, James A. (James Albert), 1907-1997	n79058583	n79058583	0.9545454545	Michener, James A. (James Albert), 1907-1997			Person		http://example.org/1088309#Agent100-14	
Ledoux, Louis V. (Louis Vernon), 1880-1948	n82252937	100	Ledoux, Louis V. (Louis Vernon), 1880-1948	n82252937	n82252937	1	Ledoux, Louis V. (Louis Vernon), 1880-1948			Person		http://example.org/1016572#Agent100-10	
Katsushika, Hokusai, 1760-1849	n80043599	100	Katsushika, Hokusai, 1760-1849	n80043599	n80043599	0.9677419355	Katsushika, Hokusai, 1760-1849			Person		http://example.org/1016572#Agent600-20	
Andō, Hiroshige, 1797-1858	n50044379	98	Andō, Hiroshige, 1797-1858	n50044379	n50044379	1	Andō, Hiroshige, 1797-1858			Person		http://example.org/1016572#Agent600-21	
Ledoux, Louis V. (Louis Vernon), 1880-1948	n82252937	100	Ledoux, Louis V. (Louis Vernon), 1880-1948	n82252937	n82252937	1	Ledoux, Louis V. (Louis Vernon), 1880-1948			Person		http://example.org/1016574#Agent100-10	
Ledoux, Louis V. (Louis Vernon), 1880-1948	n82252937	100	Ledoux, Louis V. (Louis Vernon), 1880-1948	n82252937	n82252937	1	Ledoux, Louis V. (Louis Vernon), 1880-1948			Person		http://example.org/1016575#Agent100-9	
Gosudarstvennyĭ muzeĭ izobrazitelʹnykh iskusstv imeni A.S. Pushkina	n50071991	98	Gosudarstvennyĭ muzeĭ izobrazitelʹnykh iskusstv imeni A.S. Pushkina		n50071991		Gosudarstvennyĭ muzeĭ izobrazitelʹnykh iskusstv imeni A.S. Pushkina	n50071991	1	Organization		http://example.org/106231#Agent710-19	
Krauss, Ellis S.	n80057030	100	Krauss, Ellis S	n80057030	n80057030	0.9375	Krauss, Ellis S			Person		http://example.org/1039110#Agent100-13	
Katō, Hidetoshi, 1930-	n88273598	97	Katō, Hidetoshi, 1930-	n88273598	n88273598	1	Katō, Hidetoshi, 1930-			Person		http://example.org/1070164#Agent100-12	
Toda, Kenji	nr92000553	100	Toda, Kenji				Toda, Kenji			Person		http://example.org/1087189#Agent100-15	
Warner, Langdom, 1881-1955			Warner, Langdom, 1881-1955				Warner, Langdom, 1881-1955			Person		http://example.org/1084498#Agent100-11	
Fridell, Wilbur M			Fridell, Wilbur M				Fridell, Wilbur M			Person		http://example.org/1043284#Agent100-10	
Nakane, Chie, 1926-	n50047978	100	Nakane, Chie, 1926-	n50047978	n50047978	0.8260869565	Nakane, Chie, 1926-			Person		http://example.org/1046698#Agent100-13	
Halmos, Paul	n50018472	100	Halmos, Paul	n50018472	n50018472	1	Halmos, Paul			Person		http://example.org/1021865#Agent100-11	
Tuer, Andrew White, 1838-1900	n50012761	100	Tuer, Andrew White, 1838-1900	n50012761	n50012761	1	Tuer, Andrew White, 1838-1900			Person		http://example.org/1089050#Agent100-18	
Kamachi, Noriko	n81003473	100	Kamachi, Noriko	n81003473	n81003473	1	Kamachi, Noriko			Person		http://example.org/106411#Agent100-13	
Ichiko, Chūzō, 1913-	n82011986	94	Ichiko, Chūzō, 1913-	n82011986	n82011986	0.95	Ichiko, Chūzō, 1913-			Person		http://example.org/106411#Agent700-25	
Fairbank, John King, 1907-1991	n79018027	100	Fairbank, John King, 1907-1991	n79018027	n79018027	0.9677419355	Fairbank, John King, 1907-1991			Person		http://example.org/106411#Agent700-26	
Gunsaulus, Helen Cowen	n97876617	100	Gunsaulus, Helen Cowen	n97876617	n97876617	0.9565217391	Gunsaulus, Helen Cowen			Person		http://example.org/1088211#Agent100-11	
Japan Society (New York, N.Y.)	n50056543	100	Japan Society (New York, N.Y.)		n50056543		Japan Society (New York, N.Y.)	n50056543	1	Organization		http://example.org/1088211#Agent710-22	
Meissner, Kurt, 1885-	n87882269	100	Meissner, Kurt, 1885-	n87882269	n87882269	1	Meissner, Kurt, 1885-			Person		http://example.org/1088308#Agent100-12	
Hájek, Lubor	n80166903	95	Hájek, Lubor	n80166903	n80166903	0.9230769231	Hájek, Lubor			Person		http://example.org/1087119#Agent100-12	
Forman, Werner	n79061198	100	Forman, Werner	n79061198	n79061198	1	Forman, Werner			Person		http://example.org/1087119#Agent700-26	
Basabe, Fernando M.	n85095477	100	Basabe, Fernando M	n85095477	n85095477	0.9473684211	Basabe, Fernando M			Person		http://example.org/1061292#Agent100-14	
Anzai, Shin, 1923-	n84194333	100	Anzai, Shin, 1923- 	n84194333	n84194333	0.8181818182	Anzai, Shin, 1923- 			Person		http://example.org/1061292#Agent700-26	
Nebreda, Alphonso M.	nr88003836	100	Nebreda, Alphonso M	nr88003836	nr88003836	0.95	Nebreda, Alphonso M			Person		http://example.org/1061292#Agent700-27	
Popov, Konstantin Mikhaĭlovich			Popov, Konstantin Mikhaĭlovich				Popov, Konstantin Mikhaĭlovich			Person		http://example.org/1058155#Agent100-12	
Institut narodov Azii (Akademii︠a︡ nauk SSSR)	n81029735	100	Institut narodov Azii (Akademii͡a nauk SSSR)		n81029735		Institut narodov Azii (Akademii͡a nauk SSSR)	n81029735	0.9555555556	Organization		http://example.org/1058155#Agent710-25	
Tucker, Richard N	n80090986	94	Tucker, Richard N				Tucker, Richard N			Person		http://example.org/1059125#Agent100-13	
Swann, Peter C.	no98103952	100	Swann, Peter C	no98103952	no98103952	0.9333333333	Swann, Peter C			Person		http://example.org/1081234#Agent100-12	
Bisson, T. A. (Thomas Arthur), 1900-1979	n50026218	100	Bisson, T. A. (Thomas Arthur), 1900-1979	n50026218	n50026218	0.975	Bisson, T. A. (Thomas Arthur), 1900-1979			Person		http://example.org/10242#Agent100-13	
Matsushita, Masatoshi, 1901-1986	n82146419	100	Matsushita, Masatoshi, 1901-1986	n82146419	n82146419	1	Matsushita, Masatoshi, 1901-1986			Person		http://example.org/1054872#Agent100-12	
League of Nations	n79110921	100	League of Nations		n79110921		League of Nations	n79110921	0.9444444444	Organization		http://example.org/1054872#Agent610-25	
Benl, Oscar	nr90016183	100	Benl, Oscar	nr90016183	nr90016183	0.9166666667	Benl, Oscar			Person		http://example.org/10119#Agent100-10	
Hammitzsch, Horst, 1909-	n79135550	100	Hammitzsch, Horst, 1909- 	n79135550	n79135550	0.8571428571	Hammitzsch, Horst, 1909- 			Person		http://example.org/10119#Agent700-21	
Brauns, David, 1827-1893			Brauns, David, 1827-1893				Brauns, David, 1827-1893			Person		http://example.org/1032772#Agent100-9	
Fürstenberg, Friedrich	n50016787	98	Fürstenberg, Friedrich	n50016787	n50016787	1	Fürstenberg, Friedrich			Person		http://example.org/1048887#Agent100-12	
Business International Corporation	n80020836	100	Business International Corporation				Business International Corporation			Organization		http://example.org/1019265#Agent110-11	
Asian Productivity Organization	n80069033	100	Asian Productivity Organization		n80069033		Asian Productivity Organization	n80069033	1	Organization		http://example.org/1070433#Agent710-21	
Hollerman, Leon	n79076683	100	Hollerman, Leon	n79076683	n79076683	1	Hollerman, Leon			Person		http://example.org/1009280#Agent100-12	
Muramatsu, Minoru, 1923-			Muramatsu, Minoru, 1923-				Muramatsu, Minoru, 1923-			Person		http://example.org/1029837#Agent700-24	
Odate, Gyoju, 1890-			Odate, Gyoju, 1890-				Odate, Gyoju, 1890-			Person		http://example.org/1018501#Agent100-12	
Mason, R. H. P.	n84044763	100	Mason, R. H. P	n84044763	n84044763	0.9333333333	Mason, R. H. P			Person		http://example.org/1050131#Agent100-16	
Japan. Teikoku Gikai. Shūgiin	n81012045	98	Japan. Teikoku Gikai. Shūgiin		n81012045		Japan. Teikoku Gikai. Shūgiin	n81012045	0.9333333333	Jurisdiction		http://example.org/1050131#Agent610-26	
Furuya, Seikow Yoshisada, 1893-			Furuya, Seikow Yoshisada, 1893-				Furuya, Seikow Yoshisada, 1893-			Person		http://example.org/1015802#Agent100-12	
Morley, James William, 1921-	n50006135	100	Morley, James William, 1921-	n50006135	n50006135	0.875	Morley, James William, 1921-			Person		http://example.org/1004807#Agent100-13	
Clinard, Outten Jones, 1900-			Clinard, Outten Jones, 1900-				Clinard, Outten Jones, 1900-			Person		http://example.org/1046233#Agent100-11	
Deva, Jaya			Deva, Jaya				Deva, Jaya			Person		http://example.org/1066216#Agent100-12	
Baerwald, Hans H.	n85245367	100	Baerwald, Hans H	n85245367	n85245367	0.9411764706	Baerwald, Hans H			Person		http://example.org/1056750#Agent100-14	
Japan. Kokkai	n81012047	100	Japan. Kokkai				Japan. Kokkai			Jurisdiction		http://example.org/1056750#Agent610-22	
Ward, Robert Edward			Ward, Robert Edward				Ward, Robert Edward			Person		http://example.org/1050090#Agent100-15	
Lupke, Hubertus			Lupke, Hubertus				Lupke, Hubertus			Person		http://example.org/1019132#Agent100-12	
Gibney, Frank, 1924-2006	n82097690	100	Gibney, Frank, 1924-2006	n82097690	n82097690	0.96	Gibney, Frank, 1924-2006			Person		http://example.org/1075326#Agent100-13	
Ike, Nobutaka	n50031579	100	Ike, Nobutaka				Ike, Nobutaka			Person		http://example.org/1075852#Agent100-18	
Elisseeff, Vadime	n50082978	100	Elisseeff, Vadime	n50082978	n50082978	0.9444444444	Elisseeff, Vadime			Person		http://example.org/1035936#Agent100-12	
Cuban, Larry	n50082263	100	Cuban, Larry	n50082263	n50082263	1	Cuban, Larry			Person		http://example.org/101963#Agent100-11	
Greenblatt, Miriam	n79039908	100	Greenblatt, Miriam	n79039908	n79039908	1	Greenblatt, Miriam			Person		http://example.org/101963#Agent700-24	
Pratyagatmananda Saraswati, Swami	n50063248	100	Pratyagatmananda Saraswati, Swami	n50063248	n50063248	1	Pratyagatmananda Saraswati, Swami			Person		http://example.org/1030246#Agent100-10	
Mukherji, G. G	nb2005015450	92	Mukherji, G. G	nb2005015450	nb2005015450	0.8666666667	Mukherji, G. G			Person		http://example.org/1030246#Agent700-19	
Martín de Córdoba -approximately 1476			Martín de Córdoba -approximately 1476				Martín de Córdoba -approximately 1476			Person		http://example.org/1019863#Agent100-12	
Goldberg, Harriet	nr92008209	100	Goldberg, Harriet				Goldberg, Harriet			Person		http://example.org/1019863#Agent700-24	
Oredsson, Sverker, 1937-	n95006457	86	Oredsson, Sverker, 1937-				Oredsson, Sverker, 1937-			Person		http://example.org/1006163#Agent100-11	
Rohoziński, Janusz	no99083021	97	Rohoziński, Janusz	no99083021	no99083021	1	Rohoziński, Janusz			Person		http://example.org/1097065#Agent100-10	
Iwaszkiewicz, Jarosław, 1894-1980	n50046040	100	Iwaszkiewicz, Jarosław, 1894-1980	n50046040	n50046040	0.9705882353	Iwaszkiewicz, Jarosław, 1894-1980			Person		http://example.org/1097065#Agent600-19	
Béhar, Henri	n80158911	95	Béhar, Henri	n80158911	n80158911	1	Béhar, Henri			Person		http://example.org/10367#Agent100-9	
Jarry, Alfred, 1873-1907	n79145397	100	Jarry, Alfred, 1873-1907	n79145397	n79145397	0.96	Jarry, Alfred, 1873-1907			Person		http://example.org/10367#Agent600-18	
Łobodowski, Józef	n84047684	97	Łobodowski, Józef	n84047684	n84047684	0.8888888889	Łobodowski, Józef			Person		http://example.org/1097285#Agent100-10	
Duvoisin, Roger, 1900-1980	n79021720	100	Duvoisin, Roger, 1900-1980	n79021720	n79021720	1	Duvoisin, Roger, 1900-1980			Person		http://example.org/1040411#Agent100-12	
Apollonius, Rhodius	n80008541	100	Apollonius, Rhodius	n80008541	n80008541	1	Apollonius, Rhodius			Person		http://example.org/1031339#Agent100-10	
Pons, A. J., 1829-1884			Pons, A. J., 1829-1884				Pons, A. J., 1829-1884			Person		http://example.org/1031339#Agent700-20	
Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.	n79004229	100	Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D	n79004229	n79004229	0.9807692308	Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D			Person		http://example.org/1092006#Agent100-10	
Heywood, Jasper, 1535-1598	n83230360	100	Heywood, Jasper, 1535-1598	n83230360	n83230360	1	Heywood, Jasper, 1535-1598			Person		http://example.org/1092006#Agent600-18	
Heywood, Jasper, 1535-1598	n83230360	100	Heywood, Jasper, 1535-1598	n83230360	n83230360	1	Heywood, Jasper, 1535-1598			Person		http://example.org/1092006#Agent700-19	
Vocht, H. de, ed			Vocht, H. de, ed				Vocht, H. de, ed			Person		http://example.org/1092006#Agent700-20	
Field, Richard S.	n50023355	100	Field, Richard S	n50023355	n50023355	0.9411764706	Field, Richard S			Person		http://example.org/1087312#Agent100-12	
Johns, Jasper, 1930-	n50038923	100	Johns, Jasper, 1930-	n50038923	n50038923	0.8333333333	Johns, Jasper, 1930-			Person		http://example.org/1087312#Agent600-21	
Johns, Jasper, 1930-	n50038923	100	Johns, Jasper, 1930-	n50038923	n50038923	0.8333333333	Johns, Jasper, 1930-			Person		http://example.org/1077990#Agent100-13	
Johns, Jasper, 1930-	n50038923	100	Johns, Jasper, 1930-	n50038923	n50038923	0.8333333333	Johns, Jasper, 1930-			Person		http://example.org/1077990#Agent600-22	
Kozloff, Max	n50044221	100	Kozloff, Max	n50044221	n50044221	1	Kozloff, Max			Person		http://example.org/1077990#Agent700-23	
Āryaśūra	n83207415		Āryaśūra	n83207415	n83207415	0.8888888889	Āryaśūra			Person		http://example.org/1031835#Agent100-10	
Vaidya, P. L. (Paraśurāma Lakshmaṇa), 1891-1978	n85141514	96	Vaidya, P. L. (Paraśurāma Lakshmaṇa), 1891-1978				Vaidya, P. L. (Paraśurāma Lakshmaṇa), 1891-1978			Person		http://example.org/1031835#Agent700-21	
Tuṅgāra, Nā. Vā	n88184065	82	Tuṅgāra, Nā. Vā				Tuṅgāra, Nā. Vā			Person		http://example.org/1064074#Agent700-19	
Nṛisimha, 17th century			Nṛisimha, 17th century				Nṛisimha, 17th century			Person		http://example.org/1047712#Agent100-10	
Lakṣmīnārāyaṇopādhyāya, P. P., 1910-			Lakṣmīnārāyaṇopādhyāya, P. P., 1910-				Lakṣmīnārāyaṇopādhyāya, P. P., 1910-			Person		http://example.org/1047712#Agent700-23	
Koivulehto, Jorma, 1934-	nr92036462	89	Koivulehto, Jorma, 1934-	nr92036462	nr92036462	0.8275862069	Koivulehto, Jorma, 1934-			Person		http://example.org/1068734#Agent100-9	
